"id","province","district","urban_rural","age_group","gender","education_level","employed","health_insurance","income","stratum","psu","weight"
2569,"Prov6","Dist24","Urban","45-64","Male","None",0,0,21983,"Prov6_Urban","Prov6_Urban_16",106.840376940182
2570,"Prov6","Dist10","Urban","45-64","Female","Primary",0,0,105524,"Prov6_Urban","Prov6_Urban_18",106.840376940182
2571,"Prov7","Dist5","Urban","25-44","Male","Tertiary",1,1,67848,"Prov7_Urban","Prov7_Urban_5",77.4277643529747
2572,"Prov2","Dist22","Rural","0-14","Male","Secondary",0,1,74781,"Prov2_Rural","Prov2_Rural_20",104.857453934119
2573,"Prov2","Dist1","Urban","25-44","Female","Secondary",1,1,110672,"Prov2_Urban","Prov2_Urban_10",131.832986879423
2574,"Prov7","Dist9","Urban","0-14","Male","None",1,0,18338,"Prov7_Urban","Prov7_Urban_12",77.4277643529747
2575,"Prov5","Dist29","Rural","65+","Female","Tertiary",0,1,42253,"Prov5_Rural","Prov5_Rural_1",110.289452423252
2576,"Prov10","Dist13","Rural","45-64","Male","None",1,1,52936,"Prov10_Rural","Prov10_Rural_12",93.3899526908694
2577,"Prov7","Dist3","Urban","65+","Female","Secondary",0,1,31972,"Prov7_Urban","Prov7_Urban_19",77.4277643529747
2578,"Prov5","Dist19","Rural","0-14","Female","Secondary",0,1,34415,"Prov5_Rural","Prov5_Rural_16",110.289452423252
2579,"Prov1","Dist16","Rural","0-14","Male","Secondary",0,0,24044,"Prov1_Rural","Prov1_Rural_19",139.103490345743
2580,"Prov4","Dist3","Urban","0-14","Male","Tertiary",1,1,99648,"Prov4_Urban","Prov4_Urban_6",125.766945545763
2581,"Prov2","Dist18","Urban","25-44","Female","Primary",1,0,68230,"Prov2_Urban","Prov2_Urban_4",131.832986879423
2582,"Prov7","Dist16","Rural","65+","Female","Secondary",0,0,38402,"Prov7_Rural","Prov7_Rural_9",94.777534377427
2583,"Prov2","Dist12","Rural","0-14","Male","Primary",0,1,27726,"Prov2_Rural","Prov2_Rural_7",104.857453934119
2584,"Prov10","Dist17","Urban","65+","Male","Primary",0,1,19541,"Prov10_Urban","Prov10_Urban_2",95.3933680941479
2585,"Prov1","Dist25","Urban","65+","Female","Primary",0,0,43333,"Prov1_Urban","Prov1_Urban_5",103.035300315577
2586,"Prov8","Dist12","Rural","15-24","Female","Secondary",0,0,22496,"Prov8_Rural","Prov8_Rural_15",98.3084531593788
2587,"Prov6","Dist19","Urban","25-44","Female","Tertiary",0,1,57607,"Prov6_Urban","Prov6_Urban_6",106.840376940182
2588,"Prov8","Dist9","Rural","65+","Female","Tertiary",0,0,83424,"Prov8_Rural","Prov8_Rural_4",98.3084531593788
2589,"Prov3","Dist29","Urban","25-44","Female","Tertiary",1,1,48119,"Prov3_Urban","Prov3_Urban_4",95.0637042351494
2590,"Prov9","Dist18","Rural","45-64","Female","Tertiary",0,0,7324,"Prov9_Rural","Prov9_Rural_15",102.574445888518
2591,"Prov5","Dist7","Rural","15-24","Female","None",0,1,8651,"Prov5_Rural","Prov5_Rural_19",110.289452423252
2592,"Prov7","Dist16","Urban","45-64","Female","Primary",0,1,44166,"Prov7_Urban","Prov7_Urban_11",77.4277643529747
2593,"Prov8","Dist23","Rural","45-64","Male","Tertiary",0,0,37933,"Prov8_Rural","Prov8_Rural_3",98.3084531593788
2594,"Prov6","Dist6","Urban","45-64","Female","None",0,0,46718,"Prov6_Urban","Prov6_Urban_13",106.840376940182
2595,"Prov8","Dist28","Urban","45-64","Male","Primary",1,1,41823,"Prov8_Urban","Prov8_Urban_6",86.7516533136787
2596,"Prov9","Dist30","Rural","0-14","Male","Secondary",0,0,7852,"Prov9_Rural","Prov9_Rural_15",102.574445888518
2597,"Prov3","Dist8","Rural","15-24","Male","Secondary",0,0,33707,"Prov3_Rural","Prov3_Rural_7",112.399215311118
2598,"Prov6","Dist26","Rural","15-24","Male","Primary",0,0,32977,"Prov6_Rural","Prov6_Rural_17",115.536655419542
2599,"Prov2","Dist30","Urban","45-64","Male","Tertiary",1,1,84058,"Prov2_Urban","Prov2_Urban_10",131.832986879423
2600,"Prov8","Dist8","Urban","0-14","Female","Secondary",0,0,102130,"Prov8_Urban","Prov8_Urban_9",86.7516533136787
2601,"Prov10","Dist21","Urban","15-24","Female","Secondary",1,1,84315,"Prov10_Urban","Prov10_Urban_17",95.3933680941479
2602,"Prov1","Dist27","Urban","15-24","Male","Secondary",1,1,36056,"Prov1_Urban","Prov1_Urban_20",103.035300315577
2603,"Prov4","Dist9","Rural","0-14","Female","Primary",0,1,38786,"Prov4_Rural","Prov4_Rural_15",95.2025594827289
2604,"Prov6","Dist20","Rural","65+","Female","Tertiary",0,1,133548,"Prov6_Rural","Prov6_Rural_4",115.536655419542
2605,"Prov4","Dist3","Rural","15-24","Male","Secondary",0,0,28556,"Prov4_Rural","Prov4_Rural_4",95.2025594827289
2606,"Prov8","Dist30","Rural","25-44","Female","Secondary",0,0,86053,"Prov8_Rural","Prov8_Rural_17",98.3084531593788
2607,"Prov3","Dist18","Rural","45-64","Male","Tertiary",0,1,77454,"Prov3_Rural","Prov3_Rural_2",112.399215311118
2608,"Prov8","Dist29","Urban","15-24","Female","Primary",0,0,107882,"Prov8_Urban","Prov8_Urban_13",86.7516533136787
2609,"Prov5","Dist27","Rural","0-14","Male","Secondary",0,0,53713,"Prov5_Rural","Prov5_Rural_11",110.289452423252
2610,"Prov4","Dist15","Urban","45-64","Female","Secondary",1,1,71297,"Prov4_Urban","Prov4_Urban_14",125.766945545763
2611,"Prov10","Dist14","Rural","65+","Female","Primary",0,0,34479,"Prov10_Rural","Prov10_Rural_12",93.3899526908694
2612,"Prov1","Dist27","Urban","45-64","Female","Primary",0,1,15289,"Prov1_Urban","Prov1_Urban_10",103.035300315577
2613,"Prov9","Dist18","Urban","65+","Female","Secondary",0,1,56005,"Prov9_Urban","Prov9_Urban_11",80.6751578884808
2614,"Prov4","Dist28","Urban","45-64","Male","Primary",0,0,19496,"Prov4_Urban","Prov4_Urban_7",125.766945545763
2615,"Prov6","Dist19","Urban","15-24","Female","Secondary",0,1,78942,"Prov6_Urban","Prov6_Urban_9",106.840376940182
2616,"Prov3","Dist3","Urban","15-24","Male","Secondary",0,1,26533,"Prov3_Urban","Prov3_Urban_17",95.0637042351494
2617,"Prov5","Dist12","Rural","45-64","Male","Secondary",1,1,62674,"Prov5_Rural","Prov5_Rural_13",110.289452423252
2618,"Prov6","Dist16","Rural","15-24","Female","Primary",1,0,27053,"Prov6_Rural","Prov6_Rural_2",115.536655419542
2619,"Prov6","Dist12","Rural","25-44","Female","Secondary",0,0,11449,"Prov6_Rural","Prov6_Rural_13",115.536655419542
2620,"Prov8","Dist11","Rural","25-44","Female","Primary",1,1,71758,"Prov8_Rural","Prov8_Rural_15",98.3084531593788
2621,"Prov3","Dist29","Urban","65+","Male","Primary",0,0,28000,"Prov3_Urban","Prov3_Urban_15",95.0637042351494
2622,"Prov7","Dist23","Rural","65+","Female","Primary",1,1,78109,"Prov7_Rural","Prov7_Rural_16",94.777534377427
2623,"Prov6","Dist30","Rural","45-64","Male","Primary",1,1,57246,"Prov6_Rural","Prov6_Rural_10",115.536655419542
2624,"Prov8","Dist17","Rural","25-44","Male","Secondary",0,1,16360,"Prov8_Rural","Prov8_Rural_19",98.3084531593788
2625,"Prov8","Dist19","Urban","25-44","Female","Primary",1,1,99604,"Prov8_Urban","Prov8_Urban_9",86.7516533136787
2626,"Prov1","Dist13","Urban","45-64","Female","None",0,1,20610,"Prov1_Urban","Prov1_Urban_11",103.035300315577
2627,"Prov8","Dist9","Rural","15-24","Male","Primary",1,1,23444,"Prov8_Rural","Prov8_Rural_14",98.3084531593788
2628,"Prov7","Dist15","Urban","15-24","Male","Primary",1,1,53957,"Prov7_Urban","Prov7_Urban_19",77.4277643529747
2629,"Prov2","Dist8","Rural","45-64","Female","Tertiary",1,1,58332,"Prov2_Rural","Prov2_Rural_20",104.857453934119
2630,"Prov10","Dist15","Rural","25-44","Female","Primary",0,0,18308,"Prov10_Rural","Prov10_Rural_1",93.3899526908694
2631,"Prov7","Dist18","Rural","25-44","Male","Tertiary",0,0,32217,"Prov7_Rural","Prov7_Rural_2",94.777534377427
2632,"Prov2","Dist8","Urban","65+","Male","Primary",0,1,197272,"Prov2_Urban","Prov2_Urban_1",131.832986879423
2633,"Prov6","Dist18","Rural","15-24","Male","Secondary",1,1,72054,"Prov6_Rural","Prov6_Rural_19",115.536655419542
2634,"Prov1","Dist13","Urban","25-44","Male","None",0,1,24162,"Prov1_Urban","Prov1_Urban_1",103.035300315577
2635,"Prov2","Dist30","Rural","45-64","Male","Primary",0,0,70934,"Prov2_Rural","Prov2_Rural_1",104.857453934119
2636,"Prov5","Dist26","Urban","15-24","Female","Tertiary",0,0,32025,"Prov5_Urban","Prov5_Urban_13",114.42922458093
2637,"Prov4","Dist23","Rural","65+","Female","Secondary",0,0,17049,"Prov4_Rural","Prov4_Rural_17",95.2025594827289
2638,"Prov6","Dist15","Rural","45-64","Male","Secondary",0,0,34322,"Prov6_Rural","Prov6_Rural_20",115.536655419542
2639,"Prov10","Dist19","Urban","15-24","Male","Secondary",1,1,150805,"Prov10_Urban","Prov10_Urban_1",95.3933680941479
2640,"Prov2","Dist16","Rural","25-44","Male","Secondary",1,0,72847,"Prov2_Rural","Prov2_Rural_2",104.857453934119
2641,"Prov7","Dist6","Urban","0-14","Female","Secondary",1,1,66415,"Prov7_Urban","Prov7_Urban_8",77.4277643529747
2642,"Prov4","Dist4","Rural","65+","Male","Secondary",0,0,16252,"Prov4_Rural","Prov4_Rural_11",95.2025594827289
2643,"Prov10","Dist29","Urban","65+","Male","None",0,1,10304,"Prov10_Urban","Prov10_Urban_8",95.3933680941479
2644,"Prov9","Dist24","Urban","0-14","Female","Primary",1,1,26971,"Prov9_Urban","Prov9_Urban_2",80.6751578884808
2645,"Prov10","Dist2","Rural","65+","Male","Secondary",0,0,18747,"Prov10_Rural","Prov10_Rural_13",93.3899526908694
2646,"Prov6","Dist10","Urban","0-14","Male","Secondary",0,0,48232,"Prov6_Urban","Prov6_Urban_13",106.840376940182
2647,"Prov2","Dist12","Urban","65+","Male","Secondary",1,1,31601,"Prov2_Urban","Prov2_Urban_2",131.832986879423
2648,"Prov3","Dist6","Urban","25-44","Female","None",0,1,9781,"Prov3_Urban","Prov3_Urban_7",95.0637042351494
2649,"Prov6","Dist12","Rural","45-64","Female","Tertiary",1,0,49624,"Prov6_Rural","Prov6_Rural_6",115.536655419542
2650,"Prov2","Dist7","Urban","0-14","Female","Primary",0,1,31693,"Prov2_Urban","Prov2_Urban_7",131.832986879423
2651,"Prov10","Dist28","Rural","45-64","Male","Secondary",0,0,17778,"Prov10_Rural","Prov10_Rural_19",93.3899526908694
2652,"Prov4","Dist14","Rural","25-44","Male","Secondary",0,0,30219,"Prov4_Rural","Prov4_Rural_18",95.2025594827289
2653,"Prov7","Dist13","Rural","15-24","Male","Tertiary",0,0,39465,"Prov7_Rural","Prov7_Rural_8",94.777534377427
2654,"Prov2","Dist27","Urban","65+","Male","None",1,0,76990,"Prov2_Urban","Prov2_Urban_10",131.832986879423
2655,"Prov4","Dist3","Rural","45-64","Male","Secondary",0,0,23403,"Prov4_Rural","Prov4_Rural_6",95.2025594827289
2656,"Prov5","Dist9","Urban","25-44","Female","Primary",0,1,55145,"Prov5_Urban","Prov5_Urban_13",114.42922458093
2657,"Prov5","Dist2","Urban","25-44","Female","Secondary",1,1,63744,"Prov5_Urban","Prov5_Urban_15",114.42922458093
2658,"Prov3","Dist13","Rural","15-24","Male","Primary",0,0,14336,"Prov3_Rural","Prov3_Rural_14",112.399215311118
2659,"Prov9","Dist5","Urban","45-64","Female","Primary",0,1,14856,"Prov9_Urban","Prov9_Urban_7",80.6751578884808
2660,"Prov4","Dist10","Rural","15-24","Male","Secondary",0,0,17821,"Prov4_Rural","Prov4_Rural_12",95.2025594827289
2661,"Prov6","Dist22","Rural","65+","Female","None",0,0,15533,"Prov6_Rural","Prov6_Rural_2",115.536655419542
2662,"Prov9","Dist23","Rural","65+","Female","Secondary",0,1,42258,"Prov9_Rural","Prov9_Rural_16",102.574445888518
2663,"Prov7","Dist24","Rural","25-44","Female","Secondary",0,0,17168,"Prov7_Rural","Prov7_Rural_16",94.777534377427
2664,"Prov10","Dist18","Urban","15-24","Female","Secondary",1,1,48982,"Prov10_Urban","Prov10_Urban_11",95.3933680941479
2665,"Prov9","Dist1","Rural","65+","Male","Secondary",0,0,19031,"Prov9_Rural","Prov9_Rural_11",102.574445888518
2666,"Prov3","Dist18","Rural","15-24","Male","Primary",0,0,32309,"Prov3_Rural","Prov3_Rural_9",112.399215311118
2667,"Prov1","Dist20","Rural","0-14","Female","Secondary",0,0,12780,"Prov1_Rural","Prov1_Rural_3",139.103490345743
2668,"Prov1","Dist29","Rural","65+","Female","Secondary",0,1,31542,"Prov1_Rural","Prov1_Rural_8",139.103490345743
2669,"Prov3","Dist28","Rural","45-64","Female","Primary",1,0,39644,"Prov3_Rural","Prov3_Rural_11",112.399215311118
2670,"Prov9","Dist24","Rural","25-44","Male","Tertiary",0,0,36154,"Prov9_Rural","Prov9_Rural_12",102.574445888518
2671,"Prov2","Dist28","Rural","25-44","Female","Secondary",0,1,53758,"Prov2_Rural","Prov2_Rural_10",104.857453934119
2672,"Prov4","Dist5","Urban","45-64","Male","Tertiary",0,0,98866,"Prov4_Urban","Prov4_Urban_11",125.766945545763
2673,"Prov8","Dist22","Urban","25-44","Female","Secondary",0,1,41529,"Prov8_Urban","Prov8_Urban_9",86.7516533136787
2674,"Prov7","Dist29","Rural","0-14","Female","Secondary",0,0,9779,"Prov7_Rural","Prov7_Rural_9",94.777534377427
2675,"Prov10","Dist28","Rural","65+","Male","Tertiary",0,1,37325,"Prov10_Rural","Prov10_Rural_18",93.3899526908694
2676,"Prov7","Dist7","Urban","15-24","Male","Primary",0,1,51302,"Prov7_Urban","Prov7_Urban_15",77.4277643529747
2677,"Prov6","Dist27","Rural","65+","Female","Primary",0,0,9515,"Prov6_Rural","Prov6_Rural_15",115.536655419542
2678,"Prov4","Dist23","Rural","65+","Female","None",0,0,76027,"Prov4_Rural","Prov4_Rural_2",95.2025594827289
2679,"Prov10","Dist21","Rural","15-24","Male","Tertiary",1,0,52015,"Prov10_Rural","Prov10_Rural_6",93.3899526908694
2680,"Prov8","Dist9","Rural","45-64","Male","Secondary",0,0,27492,"Prov8_Rural","Prov8_Rural_15",98.3084531593788
2681,"Prov5","Dist1","Urban","0-14","Female","Primary",1,0,21763,"Prov5_Urban","Prov5_Urban_6",114.42922458093
2682,"Prov10","Dist19","Rural","25-44","Male","Primary",0,0,39181,"Prov10_Rural","Prov10_Rural_3",93.3899526908694
2683,"Prov4","Dist26","Rural","15-24","Female","Secondary",0,0,29400,"Prov4_Rural","Prov4_Rural_14",95.2025594827289
2684,"Prov3","Dist8","Rural","15-24","Female","Primary",0,0,7538,"Prov3_Rural","Prov3_Rural_17",112.399215311118
2685,"Prov8","Dist21","Rural","25-44","Female","Primary",0,0,17099,"Prov8_Rural","Prov8_Rural_4",98.3084531593788
2686,"Prov7","Dist7","Rural","45-64","Male","Secondary",0,0,26767,"Prov7_Rural","Prov7_Rural_8",94.777534377427
2687,"Prov3","Dist3","Urban","0-14","Male","None",1,1,59418,"Prov3_Urban","Prov3_Urban_6",95.0637042351494
2688,"Prov2","Dist20","Rural","15-24","Male","Primary",0,0,17245,"Prov2_Rural","Prov2_Rural_6",104.857453934119
2689,"Prov1","Dist23","Urban","25-44","Male","Secondary",1,1,72241,"Prov1_Urban","Prov1_Urban_2",103.035300315577
2690,"Prov2","Dist11","Rural","15-24","Male","Secondary",0,0,21417,"Prov2_Rural","Prov2_Rural_10",104.857453934119
2691,"Prov5","Dist14","Urban","65+","Female","None",1,1,47871,"Prov5_Urban","Prov5_Urban_3",114.42922458093
2692,"Prov5","Dist24","Rural","15-24","Male","Secondary",0,0,50128,"Prov5_Rural","Prov5_Rural_4",110.289452423252
2693,"Prov3","Dist14","Rural","45-64","Female","Tertiary",0,1,63605,"Prov3_Rural","Prov3_Rural_8",112.399215311118
2694,"Prov6","Dist13","Urban","0-14","Male","Primary",1,0,69036,"Prov6_Urban","Prov6_Urban_17",106.840376940182
2695,"Prov4","Dist2","Rural","65+","Male","Secondary",0,0,23786,"Prov4_Rural","Prov4_Rural_3",95.2025594827289
2696,"Prov10","Dist20","Urban","45-64","Female","Primary",0,1,43690,"Prov10_Urban","Prov10_Urban_20",95.3933680941479
2697,"Prov7","Dist3","Urban","65+","Male","Primary",0,0,28880,"Prov7_Urban","Prov7_Urban_2",77.4277643529747
2698,"Prov5","Dist11","Rural","0-14","Male","Tertiary",1,0,24580,"Prov5_Rural","Prov5_Rural_12",110.289452423252
2699,"Prov8","Dist21","Rural","15-24","Female","Secondary",1,0,32932,"Prov8_Rural","Prov8_Rural_9",98.3084531593788
2700,"Prov10","Dist5","Rural","45-64","Male","Secondary",0,0,19728,"Prov10_Rural","Prov10_Rural_10",93.3899526908694
2701,"Prov3","Dist13","Urban","25-44","Male","Primary",1,1,45062,"Prov3_Urban","Prov3_Urban_2",95.0637042351494
2702,"Prov7","Dist14","Rural","0-14","Male","None",1,0,58155,"Prov7_Rural","Prov7_Rural_6",94.777534377427
2703,"Prov7","Dist17","Rural","65+","Male","Secondary",0,0,51126,"Prov7_Rural","Prov7_Rural_1",94.777534377427
2704,"Prov3","Dist17","Rural","65+","Male","Secondary",0,0,31538,"Prov3_Rural","Prov3_Rural_5",112.399215311118
2705,"Prov4","Dist19","Urban","15-24","Female","Tertiary",1,0,161047,"Prov4_Urban","Prov4_Urban_13",125.766945545763
2706,"Prov10","Dist15","Rural","0-14","Female","None",1,1,161319,"Prov10_Rural","Prov10_Rural_20",93.3899526908694
2707,"Prov9","Dist2","Rural","15-24","Male","Primary",0,1,13753,"Prov9_Rural","Prov9_Rural_10",102.574445888518
2708,"Prov7","Dist28","Rural","45-64","Female","Primary",0,0,30370,"Prov7_Rural","Prov7_Rural_13",94.777534377427
2709,"Prov5","Dist19","Urban","65+","Male","Primary",0,1,35231,"Prov5_Urban","Prov5_Urban_13",114.42922458093
2710,"Prov9","Dist24","Rural","25-44","Male","Secondary",1,1,40614,"Prov9_Rural","Prov9_Rural_15",102.574445888518
2711,"Prov2","Dist9","Rural","0-14","Female","Secondary",1,0,50828,"Prov2_Rural","Prov2_Rural_16",104.857453934119
2712,"Prov10","Dist24","Rural","45-64","Male","Primary",1,0,51106,"Prov10_Rural","Prov10_Rural_8",93.3899526908694
2713,"Prov9","Dist4","Urban","15-24","Female","Secondary",0,0,65532,"Prov9_Urban","Prov9_Urban_14",80.6751578884808
2714,"Prov7","Dist8","Rural","45-64","Male","Primary",0,0,14936,"Prov7_Rural","Prov7_Rural_13",94.777534377427
2715,"Prov3","Dist13","Rural","45-64","Male","None",1,1,18643,"Prov3_Rural","Prov3_Rural_13",112.399215311118
2716,"Prov4","Dist6","Rural","65+","Male","Primary",0,1,12213,"Prov4_Rural","Prov4_Rural_14",95.2025594827289
2717,"Prov6","Dist6","Rural","15-24","Female","Secondary",0,0,25560,"Prov6_Rural","Prov6_Rural_1",115.536655419542
2718,"Prov6","Dist6","Urban","65+","Female","Secondary",1,1,28672,"Prov6_Urban","Prov6_Urban_17",106.840376940182
2719,"Prov9","Dist6","Urban","65+","Male","Tertiary",1,1,84769,"Prov9_Urban","Prov9_Urban_4",80.6751578884808
2720,"Prov7","Dist26","Rural","0-14","Female","Secondary",0,0,16616,"Prov7_Rural","Prov7_Rural_3",94.777534377427
2721,"Prov1","Dist27","Rural","65+","Male","Secondary",0,0,11491,"Prov1_Rural","Prov1_Rural_3",139.103490345743
2722,"Prov7","Dist17","Urban","0-14","Female","Primary",0,1,29241,"Prov7_Urban","Prov7_Urban_7",77.4277643529747
2723,"Prov4","Dist4","Urban","45-64","Male","Primary",1,0,19181,"Prov4_Urban","Prov4_Urban_9",125.766945545763
2724,"Prov6","Dist3","Urban","15-24","Male","Primary",0,0,16000,"Prov6_Urban","Prov6_Urban_6",106.840376940182
2725,"Prov8","Dist20","Urban","45-64","Male","Tertiary",1,1,187127,"Prov8_Urban","Prov8_Urban_4",86.7516533136787
2726,"Prov5","Dist10","Urban","0-14","Female","None",0,1,58927,"Prov5_Urban","Prov5_Urban_20",114.42922458093
2727,"Prov3","Dist3","Rural","15-24","Female","Primary",1,1,19160,"Prov3_Rural","Prov3_Rural_3",112.399215311118
2728,"Prov1","Dist12","Urban","25-44","Male","Tertiary",1,1,41966,"Prov1_Urban","Prov1_Urban_11",103.035300315577
2729,"Prov7","Dist28","Rural","65+","Male","Secondary",0,0,95321,"Prov7_Rural","Prov7_Rural_17",94.777534377427
2730,"Prov7","Dist20","Urban","45-64","Female","Tertiary",0,1,24045,"Prov7_Urban","Prov7_Urban_2",77.4277643529747
2731,"Prov8","Dist16","Rural","25-44","Female","Secondary",1,1,81191,"Prov8_Rural","Prov8_Rural_7",98.3084531593788
2732,"Prov7","Dist4","Urban","15-24","Female","Secondary",0,1,49035,"Prov7_Urban","Prov7_Urban_15",77.4277643529747
2733,"Prov4","Dist30","Urban","25-44","Male","Tertiary",1,1,50171,"Prov4_Urban","Prov4_Urban_19",125.766945545763
2734,"Prov5","Dist5","Rural","15-24","Male","Secondary",0,1,35749,"Prov5_Rural","Prov5_Rural_7",110.289452423252
2735,"Prov5","Dist12","Urban","25-44","Female","Primary",0,0,50848,"Prov5_Urban","Prov5_Urban_12",114.42922458093
2736,"Prov9","Dist22","Rural","45-64","Female","Secondary",0,1,20703,"Prov9_Rural","Prov9_Rural_6",102.574445888518
2737,"Prov9","Dist6","Urban","15-24","Male","Secondary",1,1,39167,"Prov9_Urban","Prov9_Urban_16",80.6751578884808
2738,"Prov8","Dist8","Rural","25-44","Female","Primary",1,0,48631,"Prov8_Rural","Prov8_Rural_8",98.3084531593788
2739,"Prov4","Dist26","Rural","45-64","Male","Secondary",1,0,86587,"Prov4_Rural","Prov4_Rural_6",95.2025594827289
2740,"Prov4","Dist23","Urban","45-64","Female","Primary",1,1,35799,"Prov4_Urban","Prov4_Urban_18",125.766945545763
2741,"Prov3","Dist19","Rural","45-64","Female","Primary",0,1,24700,"Prov3_Rural","Prov3_Rural_6",112.399215311118
2742,"Prov3","Dist30","Rural","65+","Male","Secondary",0,0,12047,"Prov3_Rural","Prov3_Rural_5",112.399215311118
2743,"Prov3","Dist25","Rural","45-64","Female","Tertiary",0,0,10364,"Prov3_Rural","Prov3_Rural_9",112.399215311118
2744,"Prov2","Dist20","Rural","15-24","Male","Secondary",0,0,31153,"Prov2_Rural","Prov2_Rural_13",104.857453934119
2745,"Prov8","Dist18","Rural","15-24","Male","Primary",1,0,85347,"Prov8_Rural","Prov8_Rural_5",98.3084531593788
2746,"Prov3","Dist17","Rural","45-64","Male","Secondary",0,0,18802,"Prov3_Rural","Prov3_Rural_13",112.399215311118
2747,"Prov1","Dist28","Urban","25-44","Male","Tertiary",1,0,128185,"Prov1_Urban","Prov1_Urban_19",103.035300315577
2748,"Prov4","Dist18","Urban","15-24","Male","Secondary",1,1,89197,"Prov4_Urban","Prov4_Urban_16",125.766945545763
2749,"Prov1","Dist6","Urban","0-14","Female","Tertiary",1,1,76764,"Prov1_Urban","Prov1_Urban_20",103.035300315577
2750,"Prov6","Dist25","Rural","45-64","Female","Secondary",0,0,42603,"Prov6_Rural","Prov6_Rural_16",115.536655419542
2751,"Prov4","Dist21","Urban","65+","Female","Primary",0,1,37729,"Prov4_Urban","Prov4_Urban_1",125.766945545763
2752,"Prov10","Dist12","Urban","25-44","Female","Secondary",0,0,33125,"Prov10_Urban","Prov10_Urban_11",95.3933680941479
2753,"Prov6","Dist13","Urban","0-14","Female","Secondary",1,0,63548,"Prov6_Urban","Prov6_Urban_5",106.840376940182
2754,"Prov7","Dist13","Rural","45-64","Male","Secondary",0,0,31527,"Prov7_Rural","Prov7_Rural_7",94.777534377427
2755,"Prov8","Dist6","Rural","45-64","Female","Secondary",0,0,33883,"Prov8_Rural","Prov8_Rural_5",98.3084531593788
2756,"Prov8","Dist19","Rural","15-24","Female","Secondary",0,0,21938,"Prov8_Rural","Prov8_Rural_4",98.3084531593788
2757,"Prov9","Dist4","Rural","25-44","Female","Tertiary",1,0,79008,"Prov9_Rural","Prov9_Rural_14",102.574445888518
2758,"Prov1","Dist5","Urban","0-14","Male","Tertiary",1,1,29564,"Prov1_Urban","Prov1_Urban_16",103.035300315577
2759,"Prov10","Dist13","Rural","15-24","Male","Secondary",1,1,18910,"Prov10_Rural","Prov10_Rural_15",93.3899526908694
2760,"Prov10","Dist11","Rural","25-44","Female","Primary",1,1,25390,"Prov10_Rural","Prov10_Rural_5",93.3899526908694
2761,"Prov4","Dist28","Rural","0-14","Male","Primary",0,0,16939,"Prov4_Rural","Prov4_Rural_8",95.2025594827289
2762,"Prov2","Dist17","Rural","45-64","Female","Tertiary",1,0,57166,"Prov2_Rural","Prov2_Rural_15",104.857453934119
2763,"Prov3","Dist12","Rural","0-14","Female","Tertiary",0,1,30266,"Prov3_Rural","Prov3_Rural_19",112.399215311118
2764,"Prov7","Dist14","Rural","25-44","Female","Secondary",1,1,66503,"Prov7_Rural","Prov7_Rural_16",94.777534377427
2765,"Prov6","Dist26","Rural","0-14","Female","Secondary",0,0,37557,"Prov6_Rural","Prov6_Rural_15",115.536655419542
2766,"Prov5","Dist9","Rural","25-44","Male","Primary",0,0,23020,"Prov5_Rural","Prov5_Rural_4",110.289452423252
2767,"Prov7","Dist27","Urban","65+","Male","Secondary",1,1,46496,"Prov7_Urban","Prov7_Urban_10",77.4277643529747
2768,"Prov4","Dist20","Rural","0-14","Female","Secondary",1,0,81055,"Prov4_Rural","Prov4_Rural_16",95.2025594827289
2769,"Prov7","Dist2","Rural","65+","Male","Primary",0,1,29636,"Prov7_Rural","Prov7_Rural_7",94.777534377427
2770,"Prov9","Dist30","Urban","45-64","Male","None",1,0,88893,"Prov9_Urban","Prov9_Urban_18",80.6751578884808
2771,"Prov9","Dist25","Rural","0-14","Male","Tertiary",1,0,85270,"Prov9_Rural","Prov9_Rural_9",102.574445888518
2772,"Prov5","Dist10","Urban","25-44","Female","Secondary",1,1,49388,"Prov5_Urban","Prov5_Urban_4",114.42922458093
2773,"Prov2","Dist27","Rural","25-44","Female","Secondary",0,0,35743,"Prov2_Rural","Prov2_Rural_4",104.857453934119
2774,"Prov8","Dist29","Urban","25-44","Male","Secondary",0,1,55317,"Prov8_Urban","Prov8_Urban_7",86.7516533136787
2775,"Prov3","Dist25","Urban","25-44","Female","Tertiary",0,0,80914,"Prov3_Urban","Prov3_Urban_9",95.0637042351494
2776,"Prov3","Dist25","Rural","15-24","Female","None",0,0,14801,"Prov3_Rural","Prov3_Rural_7",112.399215311118
2777,"Prov7","Dist20","Rural","65+","Female","Primary",0,0,6831,"Prov7_Rural","Prov7_Rural_16",94.777534377427
2778,"Prov7","Dist1","Rural","25-44","Female","Secondary",0,0,66910,"Prov7_Rural","Prov7_Rural_16",94.777534377427
2779,"Prov10","Dist19","Urban","15-24","Male","Secondary",1,1,69663,"Prov10_Urban","Prov10_Urban_16",95.3933680941479
2780,"Prov10","Dist5","Urban","0-14","Female","Secondary",1,0,113508,"Prov10_Urban","Prov10_Urban_7",95.3933680941479
2781,"Prov9","Dist16","Urban","65+","Male","Secondary",0,0,18638,"Prov9_Urban","Prov9_Urban_8",80.6751578884808
2782,"Prov5","Dist13","Urban","65+","Female","None",1,0,45878,"Prov5_Urban","Prov5_Urban_10",114.42922458093
2783,"Prov6","Dist18","Rural","25-44","Male","Secondary",0,0,44188,"Prov6_Rural","Prov6_Rural_15",115.536655419542
