"respondent_id","age","urban_rural","education","mode","satisfaction","income_reported","responded","mode_weight"
1495,60,"Rural","Medium","Face-to-face",7.6,16405,1,1.30944625407166
1496,30,"Urban","Medium","Phone",8.6,77185,0,1.79284369114878
1497,59,"Rural","Medium","Phone",8.1,21076,0,1.79284369114878
1498,58,"Urban","High","Phone",7.9,70858,1,1.79284369114878
1499,40,"Urban","Medium","Web",6.2,27268,1,2.92361111111111
1500,20,"Urban","High","Web",4.7,23201,0,2.92361111111111
1501,69,"Urban","Medium","Phone",5.7,24442,1,1.79284369114878
1502,67,"Urban","Medium","Web",9.2,29969,0,2.92361111111111
1503,28,"Rural","Low","Phone",6.5,54196,1,1.79284369114878
1504,50,"Urban","Medium","Phone",5.9,37834,1,1.79284369114878
1505,47,"Urban","Low","Phone",7.6,24642,1,1.79284369114878
1506,66,"Rural","High","Face-to-face",8.9,60171,1,1.30944625407166
1507,72,"Rural","Medium","Face-to-face",8.4,31687,1,1.30944625407166
1508,62,"Urban","Medium","Face-to-face",7.3,31942,1,1.30944625407166
1509,30,"Rural","Medium","Face-to-face",7.1,56715,1,1.30944625407166
1510,21,"Urban","High","Web",7.5,58232,0,2.92361111111111
1511,55,"Rural","High","Face-to-face",7.7,48680,1,1.30944625407166
1512,43,"Urban","Medium","Phone",6.1,45516,1,1.79284369114878
1513,63,"Urban","Medium","Phone",8.2,49463,1,1.79284369114878
1514,43,"Urban","Low","Phone",4.7,34440,1,1.79284369114878
1515,45,"Rural","High","Web",7.5,55557,0,2.92361111111111
1516,44,"Rural","Medium","Web",5.2,26458,0,2.92361111111111
1517,80,"Urban","Low","Web",8,44515,1,2.92361111111111
1518,50,"Urban","High","Web",7.3,53527,1,2.92361111111111
1519,70,"Rural","High","Phone",7.3,37467,0,1.79284369114878
1520,19,"Rural","High","Face-to-face",7.6,46817,1,1.30944625407166
1521,22,"Urban","High","Web",6.8,49435,1,2.92361111111111
1522,23,"Rural","Medium","Phone",8.5,24051,0,1.79284369114878
1523,55,"Urban","Low","Web",5.7,30989,1,2.92361111111111
1524,32,"Rural","Medium","Web",6.5,45947,1,2.92361111111111
1525,74,"Rural","Low","Face-to-face",5.8,11208,0,1.30944625407166
1526,20,"Rural","Medium","Face-to-face",7.9,68971,1,1.30944625407166
1527,48,"Urban","High","Phone",7.8,17767,1,1.79284369114878
1528,36,"Rural","Medium","Face-to-face",8.5,92303,1,1.30944625407166
1529,76,"Urban","Low","Web",6.3,39743,0,2.92361111111111
1530,59,"Rural","Medium","Phone",8.2,25592,0,1.79284369114878
1531,36,"Rural","High","Web",6.4,39566,0,2.92361111111111
1532,78,"Rural","High","Face-to-face",9.5,22752,1,1.30944625407166
1533,59,"Urban","High","Web",6.9,33979,1,2.92361111111111
1534,60,"Urban","Medium","Web",7.4,40169,1,2.92361111111111
1535,31,"Rural","Medium","Web",5.9,41073,1,2.92361111111111
1536,27,"Rural","Medium","Face-to-face",8.9,50466,1,1.30944625407166
1537,73,"Rural","Low","Face-to-face",9.5,23763,0,1.30944625407166
1538,18,"Urban","High","Phone",6.6,35225,0,1.79284369114878
1539,21,"Urban","Medium","Web",7,43920,1,2.92361111111111
1540,78,"Rural","Medium","Face-to-face",8.6,37545,1,1.30944625407166
1541,36,"Urban","Low","Face-to-face",9.1,80691,1,1.30944625407166
1542,72,"Rural","Medium","Face-to-face",7.9,30885,0,1.30944625407166
1543,30,"Rural","Medium","Face-to-face",9.2,40243,1,1.30944625407166
1544,25,"Rural","Low","Face-to-face",6.3,35325,1,1.30944625407166
1545,80,"Rural","Medium","Face-to-face",9.2,21336,1,1.30944625407166
1546,37,"Urban","Low","Face-to-face",6.8,40393,1,1.30944625407166
1547,70,"Rural","High","Face-to-face",5.5,60705,1,1.30944625407166
1548,33,"Rural","Medium","Face-to-face",6,32583,1,1.30944625407166
1549,28,"Urban","High","Phone",8.4,46513,0,1.79284369114878
1550,57,"Rural","High","Phone",6,60957,0,1.79284369114878
1551,34,"Urban","Medium","Phone",7.6,46264,0,1.79284369114878
1552,40,"Urban","Low","Web",6.3,56544,0,2.92361111111111
1553,61,"Rural","Low","Phone",5.2,61986,1,1.79284369114878
1554,43,"Rural","High","Phone",8.6,24140,1,1.79284369114878
1555,66,"Rural","Low","Face-to-face",8.7,59326,1,1.30944625407166
1556,40,"Rural","Medium","Web",5.1,39523,0,2.92361111111111
1557,20,"Rural","Medium","Phone",6.9,39086,1,1.79284369114878
1558,62,"Rural","High","Phone",7.6,29371,0,1.79284369114878
1559,23,"Rural","High","Face-to-face",9.1,59324,0,1.30944625407166
1560,26,"Urban","Medium","Web",6.8,120523,1,2.92361111111111
1561,58,"Rural","High","Phone",7,23943,0,1.79284369114878
1562,50,"Urban","Medium","Phone",5.8,56206,1,1.79284369114878
1563,80,"Rural","Medium","Face-to-face",7.9,16941,0,1.30944625407166
1564,65,"Rural","Medium","Face-to-face",8.9,44593,0,1.30944625407166
1565,63,"Rural","Medium","Face-to-face",9.1,23505,1,1.30944625407166
1566,25,"Rural","Medium","Face-to-face",8.6,17077,1,1.30944625407166
1567,21,"Rural","Medium","Face-to-face",8.9,24328,1,1.30944625407166
1568,25,"Rural","Medium","Web",5.8,122187,1,2.92361111111111
1569,52,"Rural","High","Web",5.9,33470,0,2.92361111111111
1570,37,"Rural","High","Phone",7.7,27319,1,1.79284369114878
1571,29,"Rural","Medium","Phone",6.8,27932,0,1.79284369114878
1572,61,"Urban","High","Web",6.5,31870,0,2.92361111111111
1573,33,"Urban","Medium","Web",5,59757,1,2.92361111111111
1574,65,"Rural","Medium","Face-to-face",7.8,40139,1,1.30944625407166
1575,23,"Rural","Medium","Web",5.5,31408,0,2.92361111111111
1576,30,"Urban","Low","Web",6.5,24017,0,2.92361111111111
1577,79,"Rural","Medium","Face-to-face",10.1,39603,0,1.30944625407166
1578,66,"Urban","Medium","Phone",6.4,29611,1,1.79284369114878
1579,37,"Rural","Low","Phone",6.9,16257,0,1.79284369114878
1580,76,"Urban","High","Phone",6,63312,1,1.79284369114878
1581,32,"Urban","Medium","Web",8,31638,0,2.92361111111111
1582,54,"Rural","High","Web",7,29387,0,2.92361111111111
1583,25,"Rural","Low","Web",4,105604,1,2.92361111111111
1584,50,"Urban","Medium","Phone",6.7,66107,0,1.79284369114878
1585,52,"Rural","High","Web",7,85152,0,2.92361111111111
1586,41,"Rural","Medium","Face-to-face",7.5,35917,1,1.30944625407166
1587,27,"Urban","High","Web",4.2,34347,0,2.92361111111111
1588,72,"Urban","High","Phone",5.8,47251,0,1.79284369114878
1589,51,"Urban","Medium","Phone",7.9,31184,1,1.79284369114878
1590,52,"Rural","High","Face-to-face",7,39167,1,1.30944625407166
1591,80,"Urban","Low","Phone",8.3,57985,1,1.79284369114878
1592,72,"Rural","Low","Phone",6.7,54838,0,1.79284369114878
1593,61,"Urban","Medium","Web",6.2,25635,0,2.92361111111111
1594,19,"Urban","Medium","Web",6.3,34623,0,2.92361111111111
1595,65,"Rural","Medium","Face-to-face",8.7,44113,0,1.30944625407166
1596,28,"Rural","Medium","Face-to-face",8,51537,1,1.30944625407166
1597,36,"Rural","Medium","Face-to-face",8,29365,1,1.30944625407166
1598,53,"Urban","Medium","Web",6.9,55048,1,2.92361111111111
1599,65,"Rural","Low","Face-to-face",7.9,29118,1,1.30944625407166
1600,53,"Rural","Medium","Face-to-face",7.2,12056,1,1.30944625407166
1601,67,"Rural","Medium","Face-to-face",7.1,47275,1,1.30944625407166
1602,54,"Rural","High","Web",4,32836,1,2.92361111111111
1603,70,"Rural","Medium","Face-to-face",6.6,17208,0,1.30944625407166
1604,25,"Urban","Medium","Web",8.2,31904,0,2.92361111111111
1605,47,"Rural","Low","Face-to-face",8.2,19860,1,1.30944625407166
1606,38,"Rural","Medium","Web",6.4,22934,0,2.92361111111111
1607,53,"Urban","Low","Phone",6.7,69914,0,1.79284369114878
1608,28,"Urban","Medium","Face-to-face",7.5,62524,0,1.30944625407166
1609,36,"Urban","High","Phone",8,19768,0,1.79284369114878
1610,64,"Rural","Medium","Face-to-face",7.9,32752,1,1.30944625407166
1611,64,"Rural","Medium","Face-to-face",8.6,96974,0,1.30944625407166
1612,80,"Urban","High","Phone",6.2,15946,1,1.79284369114878
1613,70,"Urban","Medium","Face-to-face",7.8,48668,0,1.30944625407166
1614,76,"Rural","Low","Face-to-face",8.3,21314,1,1.30944625407166
1615,32,"Urban","Low","Web",7.4,43325,0,2.92361111111111
1616,54,"Urban","High","Web",6.3,18018,0,2.92361111111111
1617,55,"Urban","Medium","Web",7,54213,0,2.92361111111111
1618,37,"Urban","High","Phone",6.2,37137,0,1.79284369114878
1619,78,"Urban","Low","Phone",6.5,19193,1,1.79284369114878
1620,20,"Rural","Medium","Face-to-face",7.5,110235,0,1.30944625407166
1621,32,"Urban","Low","Phone",8.9,21703,0,1.79284369114878
1622,22,"Rural","Medium","Web",6.5,42192,0,2.92361111111111
1623,22,"Urban","Medium","Web",8.9,53682,0,2.92361111111111
1624,58,"Urban","Low","Phone",7.7,44813,1,1.79284369114878
1625,29,"Rural","Low","Face-to-face",8.8,14841,1,1.30944625407166
1626,42,"Rural","Medium","Web",5.3,50021,1,2.92361111111111
1627,61,"Urban","Medium","Face-to-face",8.8,25276,0,1.30944625407166
1628,50,"Rural","Low","Face-to-face",6.5,30008,1,1.30944625407166
1629,28,"Rural","Medium","Face-to-face",7.7,68888,1,1.30944625407166
1630,63,"Rural","Medium","Face-to-face",6.1,24257,1,1.30944625407166
1631,68,"Urban","Low","Face-to-face",8.4,31477,1,1.30944625407166
1632,39,"Rural","High","Phone",6.8,21268,0,1.79284369114878
1633,27,"Rural","Medium","Face-to-face",8.1,26823,0,1.30944625407166
1634,36,"Urban","Medium","Phone",9.3,31374,0,1.79284369114878
1635,75,"Urban","High","Web",7.1,69208,0,2.92361111111111
1636,26,"Rural","Medium","Web",8.5,40543,0,2.92361111111111
1637,43,"Urban","Medium","Web",4.8,57930,0,2.92361111111111
1638,33,"Urban","Low","Web",6.9,41110,0,2.92361111111111
1639,60,"Rural","Medium","Web",5,32316,0,2.92361111111111
1640,20,"Rural","High","Face-to-face",9.2,36175,1,1.30944625407166
1641,78,"Rural","Medium","Face-to-face",9.3,47390,1,1.30944625407166
1642,38,"Urban","Medium","Web",6.4,95204,1,2.92361111111111
1643,64,"Rural","Low","Face-to-face",7.9,61637,1,1.30944625407166
1644,55,"Urban","Medium","Web",6.2,43455,0,2.92361111111111
1645,66,"Urban","High","Phone",6.6,31181,0,1.79284369114878
1646,21,"Urban","Medium","Web",6.2,51573,0,2.92361111111111
1647,68,"Rural","Medium","Face-to-face",7.6,48343,0,1.30944625407166
1648,24,"Rural","Medium","Phone",7.5,32271,0,1.79284369114878
1649,66,"Urban","Medium","Web",7.5,59881,0,2.92361111111111
1650,60,"Rural","High","Web",6.4,38055,0,2.92361111111111
1651,75,"Urban","High","Web",6.3,37759,0,2.92361111111111
1652,69,"Rural","High","Face-to-face",7.9,55478,1,1.30944625407166
1653,77,"Urban","High","Web",6.9,89581,0,2.92361111111111
1654,77,"Urban","Medium","Face-to-face",7.2,32159,0,1.30944625407166
1655,64,"Rural","Medium","Face-to-face",7.8,54794,0,1.30944625407166
1656,60,"Urban","High","Phone",5.6,46811,0,1.79284369114878
1657,42,"Rural","Medium","Web",5.6,36108,0,2.92361111111111
1658,62,"Rural","Low","Face-to-face",9.1,85761,1,1.30944625407166
1659,20,"Rural","High","Web",7.2,47522,0,2.92361111111111
1660,20,"Urban","Medium","Face-to-face",6.9,27343,0,1.30944625407166
1661,77,"Rural","Medium","Phone",8,59272,1,1.79284369114878
1662,70,"Urban","Medium","Face-to-face",7.3,54118,0,1.30944625407166
1663,33,"Urban","Medium","Web",6.9,41226,0,2.92361111111111
1664,65,"Urban","Medium","Face-to-face",8.2,18901,1,1.30944625407166
1665,64,"Rural","Low","Face-to-face",10.2,28519,0,1.30944625407166
1666,53,"Urban","Medium","Phone",6.4,36613,0,1.79284369114878
1667,51,"Rural","High","Web",5.8,71150,0,2.92361111111111
1668,67,"Urban","Medium","Phone",7.2,40691,0,1.79284369114878
1669,25,"Rural","High","Web",7.2,94881,1,2.92361111111111
1670,73,"Rural","Low","Face-to-face",8.3,67019,0,1.30944625407166
1671,29,"Rural","High","Web",6,32240,0,2.92361111111111
1672,36,"Urban","Medium","Face-to-face",6.8,103765,1,1.30944625407166
1673,54,"Rural","Medium","Phone",7.3,27925,0,1.79284369114878
1674,19,"Rural","High","Web",6.8,44959,1,2.92361111111111
1675,67,"Urban","Low","Face-to-face",8.4,50172,1,1.30944625407166
1676,75,"Rural","Low","Face-to-face",9.4,15904,1,1.30944625407166
1677,18,"Rural","Low","Face-to-face",6.4,57463,1,1.30944625407166
1678,66,"Rural","Low","Face-to-face",9,26803,1,1.30944625407166
1679,37,"Rural","Low","Face-to-face",7.3,24089,1,1.30944625407166
1680,40,"Rural","Low","Phone",6.6,32841,1,1.79284369114878
1681,68,"Rural","Low","Face-to-face",9.4,30841,0,1.30944625407166
1682,77,"Urban","Low","Face-to-face",7.6,24043,1,1.30944625407166
1683,30,"Rural","Low","Face-to-face",8.5,22058,0,1.30944625407166
1684,58,"Rural","Medium","Face-to-face",7.7,58777,1,1.30944625407166
1685,38,"Rural","High","Face-to-face",5.5,21368,1,1.30944625407166
1686,33,"Rural","High","Web",6.9,26345,0,2.92361111111111
1687,25,"Rural","Medium","Web",6.5,34468,0,2.92361111111111
1688,33,"Urban","Medium","Phone",7.1,23886,1,1.79284369114878
1689,32,"Urban","Medium","Web",8.1,40076,0,2.92361111111111
1690,49,"Urban","High","Phone",5.6,22850,1,1.79284369114878
1691,39,"Rural","Medium","Face-to-face",9.2,31146,1,1.30944625407166
1692,57,"Rural","Low","Web",5.9,19339,0,2.92361111111111
1693,26,"Rural","Medium","Web",6.8,59728,0,2.92361111111111
1694,69,"Rural","Medium","Phone",7.1,39392,1,1.79284369114878
1695,64,"Urban","Medium","Phone",5.2,105259,1,1.79284369114878
1696,22,"Rural","Low","Face-to-face",8.7,43369,1,1.30944625407166
1697,56,"Urban","Medium","Web",5.5,62122,1,2.92361111111111
1698,42,"Rural","Medium","Face-to-face",7.6,39386,1,1.30944625407166
1699,67,"Urban","Medium","Web",6.8,69766,1,2.92361111111111
1700,79,"Rural","Medium","Face-to-face",7.8,58816,1,1.30944625407166
1701,71,"Rural","High","Face-to-face",7.6,75196,1,1.30944625407166
1702,49,"Urban","Medium","Phone",7,57585,1,1.79284369114878
1703,57,"Rural","Medium","Face-to-face",9.2,22660,1,1.30944625407166
1704,63,"Urban","Medium","Phone",7.7,49405,1,1.79284369114878
1705,33,"Rural","Low","Face-to-face",7.4,39220,1,1.30944625407166
1706,76,"Urban","Low","Phone",7.8,26534,0,1.79284369114878
1707,75,"Urban","Medium","Phone",6.6,36633,0,1.79284369114878
1708,71,"Urban","Medium","Face-to-face",8.5,50707,1,1.30944625407166
1709,48,"Rural","High","Phone",6,34141,1,1.79284369114878
1710,55,"Urban","High","Web",6.7,23445,0,2.92361111111111
1711,75,"Urban","Medium","Face-to-face",7.8,100458,1,1.30944625407166
1712,52,"Urban","Medium","Web",6.6,21713,1,2.92361111111111
1713,30,"Urban","High","Web",5.7,79263,0,2.92361111111111
1714,67,"Rural","Medium","Face-to-face",8,27564,0,1.30944625407166
1715,59,"Rural","Medium","Web",7.1,54723,0,2.92361111111111
1716,65,"Rural","Low","Face-to-face",8.5,14119,1,1.30944625407166
1717,59,"Rural","Medium","Web",7.2,40544,0,2.92361111111111
1718,54,"Urban","Medium","Phone",8,36512,1,1.79284369114878
1719,48,"Rural","Medium","Phone",8,55130,1,1.79284369114878
1720,37,"Urban","Low","Web",6,90457,0,2.92361111111111
1721,61,"Rural","Medium","Face-to-face",9.5,22154,1,1.30944625407166
1722,22,"Rural","Low","Web",6.8,54602,0,2.92361111111111
1723,33,"Rural","Medium","Face-to-face",7.1,52286,1,1.30944625407166
1724,71,"Urban","Low","Web",7.4,84026,0,2.92361111111111
1725,61,"Urban","Medium","Web",5.9,67623,0,2.92361111111111
1726,49,"Rural","Medium","Web",6.3,41621,0,2.92361111111111
1727,18,"Rural","High","Face-to-face",7,68683,1,1.30944625407166
1728,46,"Urban","Medium","Web",6,25507,0,2.92361111111111
1729,74,"Urban","Low","Web",6.8,58740,0,2.92361111111111
1730,18,"Urban","Medium","Phone",7.7,44605,0,1.79284369114878
1731,32,"Urban","Medium","Phone",6.9,52435,0,1.79284369114878
1732,24,"Urban","Medium","Web",4.3,25887,0,2.92361111111111
1733,56,"Urban","High","Web",6.2,31132,0,2.92361111111111
1734,46,"Rural","Medium","Phone",8.3,100057,0,1.79284369114878
1735,29,"Rural","Medium","Phone",7.1,67939,1,1.79284369114878
1736,38,"Rural","Medium","Web",6.3,27376,1,2.92361111111111
1737,64,"Urban","Low","Face-to-face",7.5,13201,1,1.30944625407166
1738,75,"Urban","Medium","Face-to-face",8.8,34467,1,1.30944625407166
1739,39,"Rural","Medium","Face-to-face",8.1,48812,1,1.30944625407166
1740,79,"Urban","Medium","Web",5.9,27213,1,2.92361111111111
1741,78,"Urban","Low","Face-to-face",7.2,23289,0,1.30944625407166
1742,26,"Urban","High","Web",7.6,60791,1,2.92361111111111
1743,45,"Rural","Low","Phone",7.1,62155,0,1.79284369114878
1744,64,"Urban","High","Phone",7.4,63829,0,1.79284369114878
1745,18,"Urban","Medium","Web",7.6,58355,1,2.92361111111111
1746,57,"Urban","Medium","Web",7.7,59082,0,2.92361111111111
1747,32,"Rural","Medium","Face-to-face",9.3,153431,1,1.30944625407166
1748,21,"Rural","Medium","Face-to-face",7.4,40137,0,1.30944625407166
1749,58,"Urban","Low","Web",6.6,38063,0,2.92361111111111
1750,45,"Urban","Medium","Phone",5.3,46907,0,1.79284369114878
1751,45,"Rural","Medium","Face-to-face",7.5,30084,0,1.30944625407166
1752,44,"Urban","Medium","Web",6.9,65019,0,2.92361111111111
1753,18,"Rural","Medium","Face-to-face",9.2,73472,1,1.30944625407166
1754,42,"Urban","High","Web",5.4,101751,0,2.92361111111111
1755,40,"Urban","Low","Web",7.5,93579,0,2.92361111111111
1756,46,"Rural","High","Web",7.4,24622,0,2.92361111111111
1757,76,"Urban","Medium","Face-to-face",8.8,113122,1,1.30944625407166
1758,78,"Rural","Medium","Face-to-face",5.8,22199,1,1.30944625407166
1759,40,"Rural","Medium","Phone",7.8,32568,1,1.79284369114878
1760,40,"Urban","Low","Web",6.6,64226,0,2.92361111111111
1761,45,"Rural","Medium","Web",5.7,66375,0,2.92361111111111
1762,52,"Urban","Medium","Web",5.4,30521,1,2.92361111111111
1763,19,"Rural","Medium","Face-to-face",8.1,92495,0,1.30944625407166
1764,36,"Urban","Medium","Face-to-face",9.1,33424,1,1.30944625407166
1765,63,"Urban","Medium","Phone",6.9,32796,0,1.79284369114878
1766,65,"Rural","Medium","Face-to-face",7.9,62573,1,1.30944625407166
1767,23,"Urban","Low","Web",6.4,46214,0,2.92361111111111
1768,51,"Urban","Medium","Phone",7.1,36104,1,1.79284369114878
1769,48,"Urban","Medium","Phone",7.5,17716,1,1.79284369114878
1770,37,"Rural","Low","Web",4.2,90026,0,2.92361111111111
1771,32,"Urban","Medium","Web",5.6,25682,0,2.92361111111111
1772,79,"Rural","High","Face-to-face",11.3,35270,1,1.30944625407166
1773,56,"Rural","Low","Face-to-face",9.6,22476,1,1.30944625407166
1774,57,"Rural","Low","Face-to-face",6.8,39496,1,1.30944625407166
1775,39,"Rural","Low","Web",6.5,43315,1,2.92361111111111
1776,61,"Urban","Low","Phone",7.4,66342,0,1.79284369114878
1777,44,"Urban","Low","Phone",6.9,51151,1,1.79284369114878
1778,50,"Urban","Medium","Face-to-face",7.5,73649,0,1.30944625407166
1779,24,"Urban","High","Phone",7.3,29409,1,1.79284369114878
1780,71,"Rural","Low","Face-to-face",8.7,51129,1,1.30944625407166
1781,28,"Urban","Low","Web",5.9,43026,1,2.92361111111111
1782,25,"Rural","High","Phone",6.5,41910,1,1.79284369114878
1783,49,"Urban","Medium","Phone",7.7,35751,0,1.79284369114878
1784,68,"Rural","Medium","Face-to-face",7.6,18988,0,1.30944625407166
1785,70,"Rural","Medium","Phone",8.1,24746,1,1.79284369114878
1786,58,"Rural","High","Web",9.3,36366,0,2.92361111111111
1787,25,"Urban","Medium","Web",5.2,28870,1,2.92361111111111
1788,21,"Urban","Medium","Web",6.9,76256,0,2.92361111111111
1789,52,"Urban","High","Web",4.6,41054,0,2.92361111111111
1790,58,"Rural","Low","Phone",7,87900,0,1.79284369114878
1791,43,"Urban","Low","Face-to-face",8.7,20664,1,1.30944625407166
1792,52,"Urban","Low","Phone",6,45781,1,1.79284369114878
1793,41,"Rural","Low","Phone",7,57096,0,1.79284369114878
1794,45,"Rural","Medium","Face-to-face",8,12668,0,1.30944625407166
1795,54,"Urban","High","Web",5.6,43642,0,2.92361111111111
1796,29,"Urban","Medium","Phone",6.2,51777,0,1.79284369114878
1797,63,"Rural","High","Phone",7.6,87511,1,1.79284369114878
1798,21,"Rural","Medium","Face-to-face",8.2,66378,1,1.30944625407166
1799,38,"Urban","Low","Phone",8.7,25973,0,1.79284369114878
1800,68,"Urban","High","Phone",6.8,61905,0,1.79284369114878
1801,74,"Rural","High","Face-to-face",9.3,45377,1,1.30944625407166
1802,61,"Rural","Low","Face-to-face",8,27874,0,1.30944625407166
1803,66,"Urban","High","Face-to-face",9,42701,1,1.30944625407166
1804,41,"Urban","High","Web",7.1,34731,1,2.92361111111111
1805,46,"Rural","Medium","Face-to-face",7.7,52362,1,1.30944625407166
1806,39,"Urban","High","Web",6.6,83591,1,2.92361111111111
1807,59,"Rural","Medium","Face-to-face",6.4,34336,0,1.30944625407166
1808,66,"Rural","High","Face-to-face",8.6,32080,1,1.30944625407166
1809,43,"Rural","Medium","Face-to-face",8.2,37868,1,1.30944625407166
1810,60,"Rural","Low","Face-to-face",6.7,74640,1,1.30944625407166
1811,74,"Rural","Medium","Phone",6.5,59837,1,1.79284369114878
1812,80,"Urban","Low","Phone",7.3,24167,0,1.79284369114878
1813,24,"Rural","Medium","Face-to-face",8.3,17163,1,1.30944625407166
1814,62,"Rural","High","Phone",7.2,50867,1,1.79284369114878
1815,59,"Rural","Medium","Face-to-face",7.2,25768,1,1.30944625407166
1816,68,"Rural","Medium","Face-to-face",7.9,93150,1,1.30944625407166
1817,52,"Rural","High","Face-to-face",8.4,49449,1,1.30944625407166
1818,45,"Rural","Medium","Face-to-face",8.5,16647,0,1.30944625407166
1819,18,"Urban","Medium","Phone",8.6,73106,0,1.79284369114878
1820,67,"Urban","Medium","Phone",8.7,18949,1,1.79284369114878
1821,44,"Urban","Medium","Web",7.4,15490,0,2.92361111111111
1822,78,"Rural","High","Face-to-face",6.9,31760,0,1.30944625407166
1823,40,"Rural","Medium","Face-to-face",7,33216,1,1.30944625407166
1824,39,"Urban","Low","Phone",7.2,42830,1,1.79284369114878
1825,39,"Urban","Low","Web",5.9,21428,0,2.92361111111111
1826,20,"Urban","Low","Phone",7.6,62010,1,1.79284369114878
1827,45,"Rural","Low","Face-to-face",8.3,30804,1,1.30944625407166
1828,33,"Rural","Low","Face-to-face",9.8,36841,0,1.30944625407166
1829,42,"Rural","Low","Face-to-face",8.8,121324,1,1.30944625407166
1830,30,"Urban","Medium","Phone",5.9,27921,1,1.79284369114878
1831,63,"Urban","High","Phone",7.9,36892,1,1.79284369114878
1832,30,"Rural","Medium","Face-to-face",9.1,40072,1,1.30944625407166
1833,72,"Urban","Medium","Face-to-face",7.8,88838,1,1.30944625407166
1834,23,"Rural","Medium","Face-to-face",7.6,31192,1,1.30944625407166
1835,32,"Rural","Low","Face-to-face",6.6,57256,1,1.30944625407166
1836,74,"Urban","Medium","Web",5.1,83606,1,2.92361111111111
1837,50,"Rural","Medium","Face-to-face",7.1,18423,0,1.30944625407166
1838,19,"Rural","Low","Face-to-face",7.6,16126,1,1.30944625407166
1839,80,"Rural","High","Phone",8.3,11483,0,1.79284369114878
1840,77,"Rural","Medium","Face-to-face",7.9,48592,1,1.30944625407166
1841,33,"Rural","Medium","Face-to-face",7.5,82805,1,1.30944625407166
1842,53,"Urban","High","Web",7.6,24225,1,2.92361111111111
1843,21,"Urban","Medium","Web",6.9,81715,1,2.92361111111111
1844,68,"Urban","High","Face-to-face",8.5,79809,0,1.30944625407166
1845,24,"Urban","Medium","Phone",8.2,22866,0,1.79284369114878
1846,22,"Rural","High","Web",5.7,49591,0,2.92361111111111
1847,65,"Rural","Low","Phone",6.2,47687,0,1.79284369114878
1848,58,"Urban","Medium","Web",6.3,20722,0,2.92361111111111
1849,49,"Rural","Low","Face-to-face",6.7,33686,1,1.30944625407166
1850,55,"Urban","Low","Face-to-face",6.5,79354,1,1.30944625407166
1851,53,"Rural","Medium","Web",6.6,25970,0,2.92361111111111
1852,37,"Rural","Low","Face-to-face",8.5,65530,1,1.30944625407166
1853,70,"Rural","Medium","Face-to-face",8.4,53418,1,1.30944625407166
1854,26,"Urban","High","Phone",7.1,75354,0,1.79284369114878
1855,19,"Rural","Medium","Face-to-face",7.9,21010,1,1.30944625407166
1856,50,"Rural","Low","Phone",6.4,48828,1,1.79284369114878
1857,66,"Rural","High","Face-to-face",7,24737,1,1.30944625407166
1858,34,"Rural","High","Web",3.8,42011,1,2.92361111111111
1859,18,"Rural","Medium","Face-to-face",8.4,16162,1,1.30944625407166
1860,64,"Urban","Low","Face-to-face",8.5,80299,1,1.30944625407166
1861,75,"Urban","Medium","Phone",6,33571,1,1.79284369114878
1862,60,"Rural","Medium","Phone",5.6,41634,0,1.79284369114878
1863,34,"Rural","Medium","Phone",5.4,47209,1,1.79284369114878
1864,49,"Urban","Medium","Phone",6.9,22805,0,1.79284369114878
1865,31,"Rural","Medium","Face-to-face",8.4,67562,1,1.30944625407166
1866,79,"Urban","Medium","Phone",9.4,51891,0,1.79284369114878
1867,38,"Urban","Medium","Phone",6.8,54151,1,1.79284369114878
1868,70,"Rural","High","Face-to-face",6.9,24181,1,1.30944625407166
1869,40,"Urban","Medium","Phone",4.5,31520,0,1.79284369114878
1870,47,"Urban","Medium","Web",6.6,54243,1,2.92361111111111
1871,61,"Rural","High","Phone",8.1,25187,0,1.79284369114878
1872,41,"Rural","Medium","Phone",5.6,64917,1,1.79284369114878
1873,62,"Rural","Low","Face-to-face",8.8,51418,1,1.30944625407166
1874,31,"Rural","Low","Face-to-face",6.2,24119,1,1.30944625407166
1875,56,"Urban","Medium","Web",6.3,55407,0,2.92361111111111
1876,78,"Rural","Medium","Face-to-face",9.5,26035,0,1.30944625407166
1877,62,"Rural","Low","Face-to-face",7.9,21984,1,1.30944625407166
1878,50,"Rural","Medium","Phone",6.5,15045,1,1.79284369114878
1879,40,"Urban","Medium","Phone",7.8,34288,0,1.79284369114878
1880,35,"Rural","Low","Face-to-face",10.1,92254,0,1.30944625407166
1881,73,"Urban","Low","Phone",8.1,26593,1,1.79284369114878
1882,19,"Urban","Medium","Web",6.9,31894,0,2.92361111111111
1883,58,"Rural","Medium","Face-to-face",9,66145,1,1.30944625407166
1884,40,"Urban","Medium","Web",6.4,66021,0,2.92361111111111
1885,31,"Rural","Medium","Face-to-face",8.3,46521,0,1.30944625407166
1886,60,"Urban","Low","Web",6.2,77956,0,2.92361111111111
1887,59,"Rural","Low","Face-to-face",7.6,47406,1,1.30944625407166
1888,44,"Urban","High","Web",8,54615,1,2.92361111111111
1889,64,"Urban","Low","Web",7.2,52667,1,2.92361111111111
1890,36,"Urban","Low","Web",6.3,25974,0,2.92361111111111
1891,57,"Urban","Medium","Phone",6.1,105225,0,1.79284369114878
1892,19,"Rural","Medium","Phone",10.3,27459,0,1.79284369114878
1893,43,"Rural","Low","Web",5.9,66896,0,2.92361111111111
