"household_id","cluster_id","country","region_type","household_size","head_age","head_gender","head_education","monthly_income","employed_members","electricity_access","water_access","internet_access","health_insurance","distance_health_facility","owns_land","livestock_count","interview_date","response_status","sampling_weight"
"HH02996",207,"Zimbabwe","Urban",7,49,"Male","Secondary",NA,1,1,0,0,0,2.6,0,2,2025-03-25,"Complete",189.348086272366
"HH02997",46,"South Africa","Urban",7,56,"Male","Secondary",5011,5,0,1,1,1,9.6,1,3,2025-03-05,"Refused",162.045976927038
"HH02998",32,"Tanzania","Urban",7,53,"Male","No education",11056,2,0,1,1,0,6.9,1,3,2025-03-13,"Complete",102.678821980953
"HH02999",117,"Zimbabwe","Rural",5,81,"Male","Primary",1001,1,1,0,1,0,1.8,0,2,2025-03-13,"Complete",129.048563656397
"HH03000",210,"South Africa","Urban",4,45,"Male","No education",2546,1,1,1,1,0,7.5,0,2,2025-01-22,"Complete",171.795365563594
"HH03001",119,"Tanzania","Rural",3,37,"Female","Secondary",7529,2,1,1,0,1,2.1,0,3,2025-02-04,"Refused",54.1124017327093
"HH03002",5,"Tanzania","Rural",3,19,"Male","Secondary",12986,0,1,1,1,0,6.7,0,2,2025-02-12,"Complete",187.035616172943
"HH03003",250,"South Africa","Rural",3,36,"Male","Primary",6945,0,0,1,1,0,4.3,0,1,2025-02-05,"Complete",120.968675962649
"HH03004",39,"Botswana","Rural",8,42,"Male","Secondary",4955,4,1,1,1,1,1.7,0,2,2025-02-03,"Partial",147.73835738888
"HH03005",55,"Malawi","Rural",4,35,"Female","No education",12792,0,1,1,0,0,3.5,0,4,2025-03-31,"Refused",59.60546315182
"HH03006",40,"Tanzania","Rural",5,27,"Male","No education",6741,2,0,1,0,0,5,0,0,2025-01-13,"Complete",117.985267133918
"HH03007",138,"South Africa","Urban",4,63,"Male","Primary",14619,0,0,1,1,0,0.8,0,1,2025-01-14,"Complete",110.19185022451
"HH03008",221,"Tanzania","Urban",5,55,"Male","Primary",5418,1,1,0,0,0,3.2,0,4,2025-02-08,"Complete",144.287122832611
"HH03009",100,"Namibia","Urban",6,47,"Male","Primary",2146,2,1,1,1,0,1.7,0,5,2025-02-19,"Complete",135.739609389566
"HH03010",187,"South Africa","Rural",8,31,"Female","Tertiary",3813,2,1,1,1,0,5.5,0,2,2025-01-15,"Complete",65.0021959329024
"HH03011",202,"South Africa","Urban",4,68,"Male","Primary",6965,1,1,1,1,1,1.9,0,2,2025-03-04,"Complete",55.4278180468827
"HH03012",73,"South Africa","Rural",5,38,"Male","Tertiary",8028,2,0,1,1,0,7.3,0,3,2025-02-18,"Complete",76.4367813942954
"HH03013",192,"Zimbabwe","Rural",7,30,"Male","Secondary",1525,2,1,1,0,0,1,1,0,2025-02-16,"Complete",109.696424077265
"HH03014",11,"Tanzania","Urban",2,48,"Male","Secondary",15474,0,1,0,0,0,6.1,1,3,2025-01-26,"Complete",55.8941964642145
"HH03015",214,"Tanzania","Urban",5,73,"Female","Secondary",5412,1,1,1,0,1,3.8,0,2,2025-02-25,"Complete",122.007106943056
"HH03016",6,"Zimbabwe","Rural",4,55,"Male","Primary",662,2,1,1,0,0,2.9,1,2,2025-01-16,"Complete",100.049516255967
"HH03017",206,"Zambia","Rural",5,60,"Male","No education",2272,3,1,1,0,1,5.9,0,4,2025-01-15,"Refused",158.371409075335
"HH03018",189,"Botswana","Rural",4,59,"Female","Primary",681,0,1,0,0,0,3.3,0,4,2025-02-06,"Refused",86.0598648083396
"HH03019",81,"Malawi","Rural",3,20,"Female","Primary",1436,1,1,1,0,1,0.4,1,2,2025-01-12,"Complete",141.518803907093
"HH03020",58,"Zambia","Rural",3,39,"Male","No education",1814,0,1,1,0,0,3.7,0,3,2025-03-09,"Complete",57.453169580549
"HH03021",52,"South Africa","Urban",7,38,"Male","Primary",4683,3,1,0,1,0,0.4,0,2,2025-03-10,"Complete",55.7547066477127
"HH03022",151,"Mozambique","Urban",7,34,"Male","Secondary",10772,1,1,0,1,0,1.9,1,1,2025-01-04,"Complete",71.2077361647971
"HH03023",215,"Zimbabwe","Rural",2,35,"Male",NA,8933,0,1,0,1,0,4.7,1,1,2025-03-06,"Complete",183.182640629821
"HH03024",243,"Namibia","Rural",6,73,"Male","Primary",1611,3,0,1,1,1,4.9,0,4,2025-01-11,"Complete",186.929173895624
"HH03025",222,"Zimbabwe","Urban",3,60,"Male","No education",9059,1,1,1,0,1,7.6,0,3,2025-03-08,"Partial",168.72016962152
"HH03026",53,"South Africa","Urban",2,44,"Female","Primary",1307,1,0,1,0,1,2.2,0,1,2025-02-03,"Complete",127.505547378678
"HH03027",23,"Mozambique","Urban",8,50,"Female","Secondary",45352,0,0,1,1,1,2,1,1,2025-02-18,"Refused",105.71676766267
"HH03028",99,"Malawi","Urban",4,41,"Male","Tertiary",10897,2,1,1,1,1,1.8,0,2,2025-02-22,"Complete",98.6470729112625
"HH03029",126,"Botswana","Rural",5,52,"Female","Tertiary",4035,1,0,0,0,0,3.5,0,5,2025-03-14,"Complete",147.206152847502
"HH03030",220,"Namibia","Rural",2,18,"Male","Primary",3852,0,1,1,0,1,3.7,1,1,2025-01-10,"Complete",182.203981350176
"HH03031",150,"South Africa","Urban",5,18,"Female",NA,3625,1,1,1,1,0,6,0,2,2025-02-18,"Complete",140.186997165438
"HH03032",139,"Tanzania","Urban",4,44,"Female","No education",728,0,1,1,0,0,5.6,1,0,2025-01-11,"Complete",191.351347265299
"HH03033",112,"Malawi","Rural",3,65,"Male","Tertiary",10702,2,1,0,0,0,1.2,1,2,2025-02-09,"Complete",160.916460922454
"HH03034",24,"Malawi","Rural",3,22,"Male","Primary",3029,0,0,1,0,1,3.3,0,2,2025-03-24,"Complete",83.9037414407358
"HH03035",161,"Zimbabwe","Urban",3,50,"Female","Secondary",7271,0,1,1,0,0,8.4,1,1,2025-03-09,"Complete",119.700111937709
"HH03036",182,"Tanzania","Rural",6,34,"Male","Primary",NA,3,1,1,0,0,3.5,1,2,2025-02-26,"Complete",137.899453903083
"HH03037",91,"Tanzania","Rural",5,47,"Female",NA,4149,2,1,1,0,0,1.5,0,1,2025-01-31,"Complete",110.942330141552
"HH03038",124,"Tanzania","Rural",9,37,"Male","Secondary",5653,4,0,1,1,0,3.1,1,3,2025-02-06,"Complete",87.4660042929463
"HH03039",129,"Botswana","Rural",4,75,"Female","No education",5081,1,1,0,1,0,2,1,0,2025-01-17,"Complete",97.8528388310224
"HH03040",33,"Malawi","Rural",6,43,"Female",NA,10586,0,1,1,0,0,1.1,1,2,2025-01-15,"Complete",117.749201098923
"HH03041",45,"Botswana","Rural",9,29,"Male","Secondary",NA,3,1,1,0,0,1.4,1,1,2025-01-30,"Complete",135.510538367089
"HH03042",134,"South Africa","Rural",3,52,"Male","Tertiary",6052,2,1,1,0,0,3.9,1,3,2025-03-08,"Complete",96.9862333731726
"HH03043",62,"South Africa","Urban",6,36,"Female","Secondary",8159,2,1,1,0,1,2.3,0,3,2025-03-02,"Complete",100.271958380472
"HH03044",143,"Botswana","Urban",3,29,"Male","Secondary",4263,0,1,1,0,0,1.4,0,0,2025-01-23,"Complete",109.5775290858
"HH03045",227,"Tanzania","Rural",4,43,"Female","No education",6638,1,1,1,1,0,0.7,1,2,2025-02-09,"Partial",193.348330946174
"HH03046",188,"Zambia","Rural",2,58,"Male","Secondary",4602,0,0,1,0,0,5.4,1,2,2025-01-19,"Complete",151.081364008132
"HH03047",232,"Botswana","Rural",4,36,"Male","Primary",6155,1,1,1,0,0,5.6,1,1,2025-03-20,"Refused",162.503236497287
"HH03048",55,"Zimbabwe","Urban",2,59,"Male",NA,1156,1,1,1,1,1,4,0,3,2025-02-28,"Partial",121.738072298467
"HH03049",247,"Namibia","Urban",4,55,"Male","Secondary",2976,2,1,1,1,0,4.7,0,2,2025-02-21,"Complete",147.002522682305
"HH03050",189,"Zambia","Rural",5,47,"Male","No education",2477,1,1,1,0,0,0.9,0,2,2025-01-16,"Complete",150.036979536526
"HH03051",196,"Tanzania","Rural",6,20,"Male","Tertiary",10839,0,1,0,1,0,0.7,1,1,2025-03-29,"Complete",135.385626147036
"HH03052",36,"Mozambique","Rural",2,23,"Male","Primary",6442,1,1,0,0,0,0.9,1,2,2025-03-02,"Complete",165.663604869042
"HH03053",68,"Tanzania","Urban",4,36,"Male","Primary",9402,1,1,1,1,0,3.3,0,3,2025-01-04,"Refused",56.2409240170382
"HH03054",89,"South Africa","Urban",4,27,"Male","Tertiary",25922,1,1,1,0,0,3.5,0,3,2025-03-05,"Complete",68.3725035982206
"HH03055",208,"Zambia","Rural",4,53,"Female","Primary",18237,1,1,0,0,0,3.2,1,3,2025-03-04,"Complete",128.959593002219
"HH03056",216,"Zambia","Urban",4,40,"Male","Secondary",5159,0,1,1,1,1,2.9,0,1,2025-03-27,"Refused",137.371361069381
"HH03057",43,"Zimbabwe","Rural",5,78,"Male","Tertiary",4605,2,0,1,0,0,2,0,3,2025-02-25,"Complete",50.4295615712181
"HH03058",7,"Mozambique","Urban",2,54,"Male","Tertiary",4234,0,1,1,1,1,3.3,0,1,2025-03-08,"Refused",64.055550948251
"HH03059",47,"Mozambique","Rural",5,20,"Male","Secondary",922,2,1,1,0,0,15.9,0,1,2025-03-29,"Complete",67.2225145506673
"HH03060",226,"Zimbabwe","Urban",7,56,"Male","Secondary",3572,3,1,0,1,1,1.1,0,4,2025-02-16,"Complete",186.117718252353
"HH03061",69,"Botswana","Urban",4,39,"Female","No education",1773,0,1,1,0,1,1.6,1,2,2025-01-10,"Complete",84.4457298982888
"HH03062",170,"Zambia","Urban",2,49,"Female","Primary",1240,0,1,1,0,0,6.6,0,5,2025-01-01,"Complete",152.58175994968
"HH03063",32,"South Africa","Rural",8,76,"Female","Tertiary",3904,2,1,0,0,1,4.9,0,2,2025-02-11,"Partial",114.712185563985
"HH03064",89,"South Africa","Rural",8,46,"Female","Secondary",14060,2,1,1,1,0,1.3,0,0,2025-03-04,"Complete",186.701891710982
"HH03065",39,"Tanzania","Urban",6,30,"Male","Primary",3834,2,1,1,1,0,8.8,0,0,2025-03-07,"Complete",83.9257983141579
"HH03066",13,"Zambia","Rural",3,33,"Male","Primary",NA,2,0,1,1,0,4.8,0,4,2025-03-17,"Complete",100.679393298924
"HH03067",51,"Botswana","Urban",6,52,"Male","Tertiary",14874,2,1,1,1,0,7.6,1,4,2025-01-26,"Complete",86.5261194878258
"HH03068",166,"Mozambique","Rural",2,77,"Male","No education",1181,0,1,0,0,0,0.9,0,0,2025-03-14,"Complete",86.2740891054273
"HH03069",70,"South Africa","Rural",2,37,"Male","Primary",2498,0,1,1,0,0,1.6,1,4,2025-01-26,"Complete",193.650381348561
"HH03070",146,"South Africa","Rural",6,32,"Male",NA,4935,4,1,0,0,0,2.3,0,1,2025-01-14,"Complete",63.3563620271161
"HH03071",16,"South Africa","Rural",4,48,"Female","Primary",6448,1,1,1,1,0,10.9,1,2,2025-01-31,"Refused",179.289043485187
"HH03072",178,"Botswana","Rural",4,53,"Female","Tertiary",6509,1,1,0,1,0,NA,1,2,2025-02-17,"Complete",179.696042928845
"HH03073",245,"Namibia","Rural",5,40,"Male","Secondary",NA,1,1,0,0,1,3.4,0,1,2025-02-19,"Complete",156.832679302897
"HH03074",244,"Zambia","Rural",3,74,"Female","No education",1994,1,1,1,0,0,4.9,0,2,2025-03-10,"Complete",68.1834819028154
"HH03075",38,"South Africa","Rural",4,20,"Male","Secondary",6626,2,1,1,0,0,3.3,0,3,2025-02-18,"Complete",179.961004527286
"HH03076",27,"Malawi","Urban",3,18,"Male","Primary",3793,1,0,1,1,0,1.7,0,1,2025-01-08,"Complete",185.997873276938
"HH03077",75,"South Africa","Rural",9,47,"Male","Primary",2040,1,1,1,1,0,7.3,1,1,2025-01-02,"Complete",95.4414625535719
"HH03078",165,"Zimbabwe","Rural",2,60,"Male","Secondary",2287,0,1,1,0,0,1.1,0,5,2025-02-13,"Complete",194.588953233324
"HH03079",202,"Namibia","Rural",3,18,"Male","Secondary",1446,2,1,1,0,0,3.2,0,1,2025-02-16,"Complete",98.055044177454
"HH03080",134,"South Africa","Urban",2,49,"Male","Tertiary",2030,0,1,1,1,0,5.4,1,3,2025-03-21,"Complete",89.4581193104386
"HH03081",23,"South Africa","Urban",9,47,"Male","Secondary",2426,3,1,1,0,0,12,0,2,2025-03-30,"Complete",58.2691657356918
"HH03082",51,"Namibia","Rural",8,27,"Male","Primary",5456,4,0,1,1,0,3.3,0,5,2025-01-23,"Partial",90.9504770766944
"HH03083",74,"Namibia","Rural",5,48,"Male","Tertiary",6494,3,1,1,0,1,1.8,1,1,2025-01-20,"Complete",197.634362615645
"HH03084",176,"South Africa","Urban",6,51,"Male","Tertiary",2851,1,1,1,0,0,4.8,0,1,2025-02-24,"Complete",156.863980542403
"HH03085",105,"Mozambique","Rural",5,37,"Female","Secondary",15413,3,0,0,0,0,3.8,1,2,2025-01-01,"Partial",62.4362458358519
"HH03086",143,"Mozambique","Rural",2,37,"Female","Secondary",5832,1,1,1,1,1,8.1,0,1,2025-01-11,"Complete",117.969958251342
"HH03087",15,"Zimbabwe","Rural",7,59,"Female","No education",4566,3,1,1,1,0,3.2,1,2,2025-02-16,"Complete",151.738320256118
"HH03088",19,"Zambia","Rural",3,47,"Male","No education",2071,1,0,1,0,0,8.9,0,0,2025-02-10,"Complete",85.1338183158077
"HH03089",154,"South Africa","Urban",5,48,"Male","Secondary",6862,1,1,1,0,1,11.4,0,3,2025-02-06,"Complete",137.108490476385
"HH03090",143,"Tanzania","Rural",10,34,"Male","Tertiary",5213,3,1,0,0,0,2,0,3,2025-03-15,"Complete",189.701497973874
"HH03091",123,"Malawi","Urban",2,44,"Female","Secondary",2343,0,0,1,0,1,7.1,1,1,2025-02-19,"Complete",50.4305602051318
"HH03092",235,"Zambia","Urban",8,51,"Female","Primary",5453,3,1,0,1,1,1.5,0,2,2025-01-12,"Complete",67.1745452331379
"HH03093",188,"Zambia","Rural",4,59,"Male","Tertiary",7916,2,0,1,1,0,2.5,1,4,2025-03-07,"Complete",122.907356347423
"HH03094",75,"Mozambique","Urban",6,57,"Female","Secondary",2535,3,0,1,1,1,5.2,0,3,2025-02-19,"Complete",167.1765755862
"HH03095",4,"South Africa","Urban",4,51,"Male","Primary",1607,1,1,1,1,0,6.5,0,5,2025-01-08,"Complete",113.029593206011
"HH03096",173,"Zimbabwe","Rural",6,49,"Female","Tertiary",5907,1,1,1,0,0,1.4,0,2,2025-03-07,"Complete",96.5814406401478
"HH03097",166,"South Africa","Rural",4,52,"Female","Secondary",8251,1,1,0,1,0,2.5,1,0,2025-03-25,"Complete",67.400013434235
"HH03098",229,"Zambia","Rural",9,34,"Female","Primary",6731,5,0,1,1,0,11.6,1,2,2025-02-17,"Complete",115.523240133189
"HH03099",73,"Namibia","Urban",4,46,"Female","Primary",6606,2,0,0,1,0,1.7,1,3,2025-02-09,"Complete",111.161271424498
"HH03100",170,"South Africa","Urban",6,56,"Female","Primary",1898,2,1,1,0,1,8.7,0,0,2025-01-27,"Complete",94.5478070527315
"HH03101",21,"Botswana","Urban",3,56,"Female","Tertiary",9400,1,0,1,0,0,3.8,1,5,2025-01-20,"Complete",97.2414432908408
"HH03102",96,"Botswana","Urban",6,39,"Male","No education",3320,1,1,1,1,0,1.6,0,5,2025-01-16,"Complete",192.997116909828
"HH03103",176,"South Africa","Rural",5,42,"Male","Primary",6636,0,1,1,1,0,3.4,0,1,2025-02-03,"Complete",112.043536861893
"HH03104",55,"Mozambique","Rural",4,58,"Male","Primary",5871,2,0,1,1,0,3.2,1,1,2025-01-15,"Complete",136.270803108346
"HH03105",105,"Mozambique","Urban",8,84,"Female","Tertiary",15377,2,1,1,1,1,NA,1,1,2025-01-31,"Complete",65.0510944542475
"HH03106",158,"Malawi","Rural",3,63,"Male","Primary",9161,0,1,1,0,1,2.3,1,3,2025-02-22,"Complete",120.915902417619
"HH03107",212,"South Africa","Rural",3,55,"Male","Primary",NA,2,1,1,0,0,2.7,1,2,2025-01-18,"Complete",188.715887372382
"HH03108",170,"South Africa","Urban",8,48,"Male","Secondary",2406,1,1,1,0,0,2.3,0,2,2025-02-08,"Complete",73.9731422392651
"HH03109",103,"Zambia","Rural",6,56,"Male","Secondary",4681,3,1,1,1,0,5,1,2,2025-02-10,"Refused",97.4719796795398
"HH03110",126,"South Africa","Rural",2,36,"Male","Primary",11624,0,1,1,0,0,0.8,0,1,2025-03-29,"Complete",102.11624718504
"HH03111",73,"Mozambique","Rural",7,51,"Male","Tertiary",4787,2,0,1,1,1,0.2,0,1,2025-01-25,"Complete",154.544314264785
"HH03112",77,"Malawi","Urban",6,93,"Male","Primary",21385,4,1,1,1,0,5.3,1,1,2025-03-11,"Complete",198.122217389755
"HH03113",123,"Zambia","Urban",3,54,"Male","No education",3880,1,1,1,0,0,3.4,1,1,2025-02-18,"Complete",109.155983862001
"HH03114",113,"Zambia","Urban",5,55,"Female","Primary",9492,2,1,1,1,0,6.6,1,2,2025-03-30,"Complete",155.27916434221
"HH03115",166,"Zimbabwe","Rural",7,49,"Female","No education",10164,2,1,1,1,0,2.8,1,1,2025-03-02,"Complete",194.739145901985
"HH03116",8,"Mozambique","Urban",3,27,"Female","Secondary",5173,0,0,1,1,0,4.4,1,1,2025-03-30,"Complete",83.5988020757213
"HH03117",156,"Namibia","Rural",3,29,"Male","Primary",2840,0,1,1,1,1,0.1,0,0,2025-01-30,"Complete",191.281088336837
"HH03118",14,"Zimbabwe","Rural",9,32,"Female","Secondary",6579,3,1,1,1,0,6.9,0,3,2025-03-04,"Complete",147.993952664547
"HH03119",101,"Mozambique","Rural",4,38,"Male","No education",955,2,1,1,0,1,11.6,1,5,2025-03-14,"Complete",165.894361317623
"HH03120",169,"Tanzania","Urban",3,37,"Female","Secondary",13964,1,1,0,0,1,3.4,0,3,2025-03-18,"Complete",161.374235001858
"HH03121",245,"Malawi","Rural",5,41,"Male","Secondary",1823,1,0,1,0,0,0.6,1,2,2025-01-06,"Complete",161.445590038784
"HH03122",71,"Zambia","Rural",6,21,"Male","Secondary",3615,1,1,1,1,0,6,1,0,2025-01-15,"Partial",136.767052812502
"HH03123",116,"Zambia","Rural",8,37,"Male","Secondary",1800,4,1,0,0,0,1.5,1,1,2025-03-24,"Complete",164.534030365758
"HH03124",126,"Mozambique","Rural",5,57,"Male","Tertiary",12894,2,1,1,0,0,2.6,0,2,2025-01-04,"Complete",188.047903578263
"HH03125",179,"Malawi","Urban",5,76,"Female","Secondary",3118,2,1,1,0,1,0.7,0,4,2025-02-10,"Complete",91.1720268428326
"HH03126",170,"Botswana","Urban",11,70,"Female","Tertiary",3266,5,1,1,0,0,2.2,1,1,2025-01-17,"Complete",58.7540008593351
"HH03127",225,"Zambia","Rural",4,55,"Female","Secondary",6323,1,0,1,0,0,3.7,1,2,2025-01-01,"Complete",85.7477070181631
"HH03128",222,"Zimbabwe","Rural",4,33,"Female","Secondary",3017,1,0,1,0,1,2.5,1,0,2025-03-11,"Complete",103.045828500763
"HH03129",50,"South Africa","Rural",6,31,"Male","Tertiary",2192,2,0,1,1,0,3.9,1,0,2025-03-29,"Complete",161.611029389314
"HH03130",82,"Zimbabwe","Rural",5,53,"Male","Secondary",1768,3,1,1,0,0,1.2,1,3,2025-03-29,"Complete",165.701732016169
"HH03131",144,"Malawi","Urban",7,34,"Male","Secondary",2349,2,0,1,0,0,2,1,1,2025-03-17,"Complete",190.808049065527
"HH03132",179,"Zimbabwe","Urban",7,44,"Female","Secondary",3788,1,1,1,0,0,8.3,0,2,2025-01-11,"Complete",172.494464344345
"HH03133",65,"Mozambique","Rural",6,45,"Male","Primary",5020,1,1,1,0,0,3.3,1,2,2025-02-04,"Partial",50.0149791594595
"HH03134",231,"Mozambique","Rural",8,62,"Male",NA,15733,5,1,1,0,0,2.8,0,2,2025-01-03,"Complete",148.382334504277
"HH03135",238,"Mozambique","Rural",6,24,"Male","Tertiary",6045,3,0,1,1,0,2.8,1,3,2025-01-17,"Complete",89.2855912446976
"HH03136",239,"Zambia","Urban",3,43,"Female","Secondary",4939,2,1,1,0,0,7.5,0,5,2025-01-26,"Complete",173.717062396463
"HH03137",236,"Tanzania","Rural",4,56,"Male","Tertiary",5914,3,1,1,0,0,1.1,0,0,2025-02-15,"Complete",80.1988498191349
"HH03138",98,"Zimbabwe","Urban",3,53,"Male","Secondary",6093,1,0,1,1,0,4.9,1,1,2025-03-20,"Partial",51.8030974431895
"HH03139",37,"Malawi","Rural",9,80,"Male","Tertiary",7811,2,1,1,1,0,6.2,0,2,2025-03-03,"Complete",82.8760549775325
"HH03140",210,"South Africa","Rural",6,62,"Male","Secondary",4405,2,1,1,0,0,3.4,0,1,2025-02-21,"Complete",139.77851960808
"HH03141",78,"South Africa","Urban",3,44,"Female","Tertiary",6290,1,0,1,0,0,4.5,0,2,2025-02-23,"Complete",59.2925939126872
"HH03142",161,"Mozambique","Rural",6,58,"Male","Primary",9030,3,0,0,0,1,1.3,0,1,2025-01-27,"Complete",126.306738040876
"HH03143",118,"Mozambique","Urban",5,22,"Female","Secondary",32796,1,1,0,0,0,2.3,0,1,2025-02-25,"Partial",187.254517292604
"HH03144",46,"South Africa","Rural",3,51,"Female","No education",2052,1,1,1,1,1,NA,0,2,2025-03-07,"Complete",103.826449462213
"HH03145",71,"South Africa","Urban",7,25,"Male",NA,2777,0,1,1,1,0,5.8,0,3,2025-01-01,"Complete",87.7242620103061
"HH03146",71,"South Africa","Rural",10,38,"Male","Secondary",9071,3,1,1,1,0,0.7,0,2,2025-02-16,"Complete",130.83164494019
"HH03147",74,"Botswana","Rural",5,42,"Female","Tertiary",1349,2,1,1,1,0,7.5,1,0,2025-02-16,"Complete",93.1895848130807
"HH03148",182,"Malawi","Rural",8,37,"Male","No education",2492,3,1,1,1,0,1.9,1,1,2025-03-08,"Complete",159.49281649664
"HH03149",2,"Zimbabwe","Rural",4,57,"Male","Tertiary",39354,0,0,1,0,1,2.4,1,2,2025-01-29,"Complete",104.065855685622
"HH03150",50,"Namibia","Rural",6,40,"Male","Secondary",1290,2,1,1,0,0,0.3,1,1,2025-03-27,"Complete",149.881070165429
"HH03151",77,"Zimbabwe","Urban",5,59,"Male","Secondary",48185,1,1,1,0,0,1.2,0,3,2025-02-26,"Complete",104.218959494028
"HH03152",48,"South Africa","Rural",3,39,"Female","Primary",3286,1,0,1,1,0,2.2,0,0,2025-03-02,"Partial",93.2765739853494
"HH03153",4,"South Africa","Urban",3,33,"Male","Primary",7303,2,1,1,0,0,3.3,0,0,2025-01-10,"Refused",79.04050310608
"HH03154",45,"Malawi","Urban",7,38,"Male","Tertiary",7128,1,1,1,0,0,3.3,0,2,2025-01-07,"Complete",146.299248421565
"HH03155",235,"Botswana","Urban",10,44,"Female","Secondary",6965,2,1,0,0,1,5.3,0,2,2025-02-25,"Partial",94.0419676830061
"HH03156",165,"Malawi","Urban",3,56,"Female","Primary",1292,1,1,1,0,0,2.6,1,2,2025-01-13,"Complete",150.016054708976
"HH03157",74,"Tanzania","Urban",5,22,"Male","Primary",9102,1,0,1,0,0,3.8,0,2,2025-02-18,"Partial",101.203071838245
"HH03158",136,"South Africa","Rural",4,18,"Male","Primary",9001,1,1,1,0,0,2.9,1,2,2025-01-11,"Complete",129.408532765228
"HH03159",35,"South Africa","Rural",5,38,"Female","Secondary",4366,2,1,1,1,0,4.5,1,2,2025-01-31,"Complete",113.689839839935
"HH03160",151,"Zambia","Urban",6,66,"Female","Primary",5592,2,1,1,0,0,4.3,1,3,2025-02-02,"Complete",112.242172181141
"HH03161",59,"Malawi","Rural",3,31,"Male","Secondary",5654,0,0,0,1,0,3.5,0,1,2025-03-17,"Complete",197.885679488536
"HH03162",37,"Botswana","Urban",4,27,"Male","Tertiary",5594,2,1,1,0,0,6.1,1,1,2025-03-30,"Complete",169.375386624597
"HH03163",161,"South Africa","Urban",4,56,"Male","No education",2834,2,1,1,0,1,3.1,1,1,2025-02-24,"Complete",156.55016170349
"HH03164",14,"Botswana","Rural",6,53,"Male","Secondary",13556,1,0,1,1,1,3.2,0,4,2025-02-17,"Complete",123.574734269641
"HH03165",195,"Malawi","Rural",8,30,"Female","No education",4459,3,1,1,0,0,5.8,0,1,2025-03-27,"Partial",133.434438181575
"HH03166",44,"Tanzania","Rural",3,59,"Male","Secondary",11654,2,0,1,1,1,5.5,1,1,2025-02-11,"Complete",72.7507130824961
"HH03167",152,"Botswana","Rural",8,18,"Male","Secondary",13364,2,1,1,1,0,0.7,0,2,2025-03-20,"Complete",106.887585355435
"HH03168",164,"South Africa","Urban",6,38,"Male","Secondary",22374,3,1,1,0,0,1.7,0,1,2025-02-06,"Complete",129.914558038581
"HH03169",52,"South Africa","Urban",5,73,"Male","Primary",15183,1,1,1,0,1,0.7,1,0,2025-02-10,"Complete",145.412950310856
"HH03170",124,"Zambia","Rural",7,39,"Male","Primary",6406,1,1,1,0,1,3.5,0,1,2025-01-02,"Partial",78.6332656163722
"HH03171",123,"South Africa","Rural",3,44,"Male","No education",NA,2,0,1,0,0,1.1,1,0,2025-02-21,"Complete",175.615654652938
"HH03172",227,"South Africa","Rural",9,75,"Male","Tertiary",4969,4,1,1,0,0,1.6,0,2,2025-03-20,"Refused",93.5714453924447
"HH03173",227,"Botswana","Urban",6,35,"Male","Secondary",14096,3,0,1,1,0,1.6,0,2,2025-02-21,"Complete",80.6432025507092
"HH03174",76,"South Africa","Urban",6,49,"Male","Primary",1778,4,1,1,1,0,3.3,1,4,2025-03-06,"Refused",92.6953773596324
"HH03175",81,"Namibia","Urban",3,66,"Male","Tertiary",35510,1,1,1,1,0,1.8,1,2,2025-01-28,"Complete",132.654412859119
"HH03176",1,"Zambia","Urban",5,52,"Female","No education",7790,3,1,1,0,1,5.5,1,1,2025-02-28,"Complete",58.5567884030752
"HH03177",1,"Mozambique","Rural",3,36,"Male","No education",6105,0,0,1,0,0,2.5,0,1,2025-03-28,"Complete",122.678189980797
"HH03178",222,"Zambia","Urban",5,39,"Male","No education",2460,1,1,0,0,1,4.3,1,6,2025-03-24,"Complete",104.913538822439
"HH03179",24,"Malawi","Rural",5,48,"Female","No education",754,1,0,1,0,0,9.2,0,3,2025-02-24,"Partial",54.8368115210906
"HH03180",99,"Botswana","Rural",6,50,"Male","Tertiary",9901,2,1,1,1,1,2.6,0,3,2025-01-03,"Complete",144.697866926435
"HH03181",215,"Tanzania","Rural",4,50,"Female","Secondary",1764,1,1,1,1,0,6.2,0,1,2025-01-01,"Complete",134.841973986477
"HH03182",138,"South Africa","Rural",6,76,"Female","No education",1732,1,1,0,1,0,3.7,1,1,2025-02-26,"Complete",191.148394881748
"HH03183",10,"South Africa","Rural",6,26,"Male","Secondary",4562,1,1,1,0,0,7.4,1,3,2025-01-01,"Partial",69.0981352236122
"HH03184",97,"Mozambique","Rural",7,54,"Female","Secondary",5644,1,0,1,1,0,1.8,0,2,2025-01-22,"Complete",104.211127304006
"HH03185",126,"South Africa","Rural",8,84,"Female","Primary",2862,3,1,0,0,0,3.3,1,2,2025-03-30,"Complete",184.910240559839
"HH03186",157,"South Africa","Urban",3,43,"Male","Secondary",8876,0,1,1,1,0,8.3,0,1,2025-02-11,"Partial",149.000999424607
"HH03187",225,"Mozambique","Rural",3,38,"Male","Primary",4735,1,1,1,1,1,1.2,0,5,2025-02-19,"Complete",132.395759620704
"HH03188",3,"Botswana","Urban",7,40,"Male","Secondary",2816,2,1,0,1,1,3.1,1,1,2025-02-28,"Complete",152.567515429109
"HH03189",199,"South Africa","Rural",9,42,"Male","Tertiary",8205,1,1,0,0,0,1.8,0,1,2025-03-02,"Complete",76.3439737493172
"HH03190",24,"South Africa","Rural",3,34,"Male","No education",3087,0,1,1,0,1,8.4,1,2,2025-02-01,"Refused",86.0949944122694
