"household_id","panel","wave","panel_wave","income","employment","expenditure"
"P3_H774",3,6,4,50029,1,25349
"P3_H775",3,6,4,38219,1,49719
"P3_H776",3,6,4,43214,1,78323
"P3_H777",3,6,4,70637,0,61447
"P3_H778",3,6,4,59412,1,42319
"P3_H779",3,6,4,27137,1,80393
"P3_H780",3,6,4,65049,1,34783
"P3_H781",3,6,4,46942,0,37387
"P3_H782",3,6,4,62858,0,44612
"P3_H783",3,6,4,66790,1,56581
"P3_H784",3,6,4,46394,0,45034
"P3_H785",3,6,4,51825,1,54723
"P3_H786",3,6,4,115335,0,34726
"P3_H787",3,6,4,49222,0,67351
"P3_H788",3,6,4,60319,1,36513
"P3_H789",3,6,4,56800,0,50110
"P3_H790",3,6,4,54581,0,51229
"P3_H791",3,6,4,65299,0,58544
"P3_H792",3,6,4,64347,1,48548
"P3_H793",3,6,4,76045,1,69821
"P3_H794",3,6,4,55216,1,45048
"P3_H795",3,6,4,53086,1,49075
"P3_H796",3,6,4,77202,1,50399
"P3_H797",3,6,4,75772,1,53771
"P3_H798",3,6,4,47211,1,35295
"P3_H799",3,6,4,49759,0,36393
"P3_H800",3,6,4,78917,1,47326
"P3_H801",3,6,4,58053,1,29767
"P3_H802",3,6,4,45852,0,33735
"P3_H803",3,6,4,49459,0,39408
"P3_H804",3,6,4,34552,1,57847
"P3_H805",3,6,4,42566,1,26705
"P3_H806",3,6,4,36183,1,60923
"P3_H807",3,6,4,23164,1,39782
"P3_H808",3,6,4,57108,1,59773
"P3_H809",3,6,4,99184,1,38066
"P3_H810",3,6,4,96343,0,44745
"P3_H811",3,6,4,38994,1,36216
"P3_H812",3,6,4,70032,1,36634
"P3_H813",3,6,4,112786,0,66780
"P3_H814",3,6,4,43119,0,65028
"P3_H815",3,6,4,109390,1,48499
"P3_H816",3,6,4,65491,1,61821
"P3_H817",3,6,4,41141,1,60552
"P3_H818",3,6,4,36820,0,47841
"P3_H819",3,6,4,29992,1,52817
"P3_H820",3,6,4,71100,1,46596
"P3_H821",3,6,4,44072,1,20272
"P3_H822",3,6,4,54670,0,69253
"P3_H823",3,6,4,69143,1,34255
"P3_H824",3,6,4,56422,0,28947
"P3_H825",3,6,4,25637,1,46152
"P3_H826",3,6,4,33739,1,48623
"P3_H827",3,6,4,61075,0,28720
"P3_H828",3,6,4,28022,0,53304
"P3_H829",3,6,4,63196,0,73265
"P3_H830",3,6,4,32407,1,37120
"P3_H831",3,6,4,79533,0,45080
"P3_H832",3,6,4,45252,0,56538
"P3_H833",3,6,4,93471,1,34685
"P3_H834",3,6,4,27136,1,50692
"P3_H835",3,6,4,56068,0,26289
"P3_H836",3,6,4,37020,0,62546
"P3_H837",3,6,4,84474,1,37649
"P3_H838",3,6,4,45603,0,37692
"P3_H839",3,6,4,79612,1,56916
"P3_H840",3,6,4,35324,1,62608
"P3_H841",3,6,4,27424,1,41277
"P3_H842",3,6,4,100788,1,52063
"P3_H843",3,6,4,41318,1,30401
"P3_H844",3,6,4,50675,1,54404
"P3_H845",3,6,4,36110,1,47343
"P3_H846",3,6,4,60481,1,42114
"P3_H847",3,6,4,48643,1,51808
"P3_H848",3,6,4,43219,1,59330
"P3_H849",3,6,4,48908,1,39344
"P3_H850",3,6,4,49625,0,40050
"P3_H851",3,6,4,58845,1,41791
"P3_H852",3,6,4,67436,1,41762
"P3_H853",3,6,4,40415,1,66430
"P3_H854",3,6,4,54225,1,26359
"P3_H855",3,6,4,58760,1,33817
"P3_H856",3,6,4,64184,0,45610
"P3_H857",3,6,4,25778,1,49989
"P3_H858",3,6,4,28803,1,52496
"P3_H859",3,6,4,66642,1,71020
"P3_H860",3,6,4,70283,1,61985
"P3_H861",3,6,4,35654,0,34431
"P3_H862",3,6,4,30596,0,48731
"P3_H863",3,6,4,83052,1,52476
"P3_H864",3,6,4,30373,0,46566
"P3_H865",3,6,4,30241,0,49114
"P3_H866",3,6,4,55987,1,37225
"P3_H867",3,6,4,35773,0,48154
"P3_H868",3,6,4,81726,1,52018
"P3_H869",3,6,4,120755,1,72699
"P3_H870",3,6,4,31958,1,37984
"P3_H871",3,6,4,55239,1,31169
"P3_H872",3,6,4,100932,0,58110
"P3_H873",3,6,4,50725,1,53513
"P3_H874",3,6,4,78428,0,30282
"P3_H875",3,6,4,61850,0,32783
"P3_H876",3,6,4,51136,1,34954
"P3_H877",3,6,4,48869,0,53898
"P3_H878",3,6,4,39098,1,33648
"P3_H879",3,6,4,58647,0,62641
"P3_H880",3,6,4,58631,1,49171
"P3_H881",3,6,4,50002,1,45768
"P3_H882",3,6,4,63680,0,24265
"P3_H883",3,6,4,43064,1,50827
"P3_H884",3,6,4,56301,1,49038
"P3_H885",3,6,4,71431,1,60993
"P3_H886",3,6,4,53615,0,41556
"P3_H887",3,6,4,58122,1,36985
"P3_H888",3,6,4,22091,1,38885
"P3_H889",3,6,4,74130,1,38043
"P3_H890",3,6,4,34839,0,29920
"P3_H891",3,6,4,60347,1,47193
"P3_H892",3,6,4,79541,1,52295
"P3_H893",3,6,4,31390,0,68246
"P3_H894",3,6,4,34623,0,38152
"P3_H895",3,6,4,40984,1,48369
"P3_H896",3,6,4,61628,0,44814
"P3_H897",3,6,4,45393,1,41354
"P3_H898",3,6,4,56591,1,44851
"P3_H899",3,6,4,42455,0,29123
"P3_H900",3,6,4,62476,1,66734
"P3_H901",3,6,4,55106,1,60264
"P3_H902",3,6,4,66943,0,65910
"P3_H903",3,6,4,55020,0,55110
"P3_H904",3,6,4,39625,1,41926
"P3_H905",3,6,4,48544,1,74400
"P3_H906",3,6,4,39449,1,38690
"P3_H907",3,6,4,51682,1,44714
"P3_H908",3,6,4,57132,1,25856
"P3_H909",3,6,4,67748,1,66391
"P3_H910",3,6,4,45627,0,37268
"P3_H911",3,6,4,31673,0,67942
"P3_H912",3,6,4,47250,1,23872
"P3_H913",3,6,4,61493,0,48288
"P3_H914",3,6,4,55117,0,51149
"P3_H915",3,6,4,35372,1,45588
"P3_H916",3,6,4,59302,1,48321
"P3_H917",3,6,4,43847,1,50005
"P3_H918",3,6,4,55233,1,40276
"P3_H919",3,6,4,94446,0,62820
"P3_H920",3,6,4,33307,0,47305
"P3_H921",3,6,4,59913,1,48832
"P3_H922",3,6,4,35069,1,47266
"P3_H923",3,6,4,50129,1,70535
"P3_H924",3,6,4,23974,1,55041
"P3_H925",3,6,4,124138,0,63751
"P3_H926",3,6,4,59460,1,38729
"P3_H927",3,6,4,41519,1,62677
"P3_H928",3,6,4,86323,0,44855
"P3_H929",3,6,4,30248,1,58918
"P3_H930",3,6,4,24254,1,55546
"P3_H931",3,6,4,25472,1,41654
"P3_H932",3,6,4,65762,1,54185
"P3_H933",3,6,4,50113,0,43639
"P3_H934",3,6,4,78693,1,34477
"P3_H935",3,6,4,22060,0,43284
"P3_H936",3,6,4,61588,1,26732
"P3_H937",3,6,4,34765,0,72212
"P3_H938",3,6,4,41510,1,76412
"P3_H939",3,6,4,55965,1,31810
"P3_H940",3,6,4,72914,1,53954
"P3_H941",3,6,4,45758,0,47348
"P3_H942",3,6,4,45681,0,45670
"P3_H943",3,6,4,48335,0,31532
"P3_H944",3,6,4,99504,0,45332
"P3_H945",3,6,4,92725,1,19052
"P3_H946",3,6,4,38589,0,49550
"P3_H947",3,6,4,43266,1,36684
"P3_H948",3,6,4,55200,1,18827
"P3_H949",3,6,4,54693,1,72965
"P3_H950",3,6,4,41499,1,104229
"P3_H951",3,6,4,67811,1,40567
"P3_H952",3,6,4,74823,1,50505
"P3_H953",3,6,4,156640,1,47558
"P3_H954",3,6,4,55759,1,28524
"P3_H955",3,6,4,80068,1,31306
"P3_H956",3,6,4,37925,1,27746
"P3_H957",3,6,4,43918,1,77386
"P3_H958",3,6,4,46313,0,53406
"P3_H959",3,6,4,57613,0,35053
"P3_H960",3,6,4,31812,1,36379
"P3_H961",3,6,4,60449,0,47967
"P3_H962",3,6,4,61974,1,64270
"P3_H963",3,6,4,37990,0,50538
"P3_H964",3,6,4,34759,0,38878
"P3_H965",3,6,4,54963,1,43352
"P3_H966",3,6,4,40414,0,31110
"P3_H967",3,6,4,106763,1,36532
"P3_H968",3,6,4,70058,0,31737
"P3_H969",3,6,4,95634,1,38056
"P3_H970",3,6,4,48855,1,64174
"P3_H971",3,6,4,60984,0,25588
"P3_H972",3,6,4,49012,1,62342
"P3_H973",3,6,4,119773,1,59516
"P3_H974",3,6,4,36429,1,52448
"P3_H975",3,6,4,52079,1,25342
"P3_H976",3,6,4,84817,0,42997
"P3_H977",3,6,4,24404,1,42369
"P3_H978",3,6,4,119186,0,44805
"P3_H979",3,6,4,92077,0,42544
"P3_H980",3,6,4,31737,0,42849
"P3_H981",3,6,4,44609,1,24733
"P3_H982",3,6,4,75555,0,38032
"P3_H983",3,6,4,16581,1,46591
"P3_H984",3,6,4,55000,0,40838
"P3_H985",3,6,4,89596,0,53835
"P3_H986",3,6,4,72381,1,53584
"P3_H987",3,6,4,31861,0,65595
"P3_H988",3,6,4,64365,1,36998
"P3_H989",3,6,4,41093,0,38144
"P3_H990",3,6,4,27035,1,38366
"P3_H991",3,6,4,31464,1,33893
"P3_H992",3,6,4,62817,0,55082
"P3_H993",3,6,4,38455,1,30530
"P3_H994",3,6,4,75219,1,39873
"P3_H995",3,6,4,56086,1,79588
"P3_H996",3,6,4,41542,1,40927
"P3_H997",3,6,4,84444,1,44529
"P3_H998",3,6,4,58966,1,48511
"P3_H999",3,6,4,25614,1,40464
"P3_H1000",3,6,4,36678,0,43708
"P4_H1",4,6,3,36952,1,50555
"P4_H2",4,6,3,40997,1,32870
"P4_H3",4,6,3,36654,1,65382
"P4_H4",4,6,3,90499,1,80967
"P4_H5",4,6,3,100977,1,66428
"P4_H6",4,6,3,143048,0,41335
"P4_H7",4,6,3,18502,1,49018
"P4_H8",4,6,3,28915,1,50759
"P4_H9",4,6,3,60396,1,48202
"P4_H10",4,6,3,68243,0,47849
"P4_H11",4,6,3,71031,0,37550
"P4_H12",4,6,3,56465,0,50527
"P4_H13",4,6,3,117122,1,44048
"P4_H14",4,6,3,37101,1,49018
"P4_H15",4,6,3,64775,1,27612
"P4_H16",4,6,3,46423,1,27519
"P4_H17",4,6,3,50478,1,62704
"P4_H18",4,6,3,45511,1,36783
"P4_H19",4,6,3,57293,1,41388
"P4_H20",4,6,3,65781,0,48261
"P4_H21",4,6,3,71907,1,62610
"P4_H22",4,6,3,50933,1,81285
"P4_H23",4,6,3,54205,0,76965
"P4_H24",4,6,3,82851,1,38033
"P4_H25",4,6,3,69439,1,100817
"P4_H26",4,6,3,53296,1,30561
"P4_H27",4,6,3,36395,1,45444
"P4_H28",4,6,3,52461,1,35960
"P4_H29",4,6,3,59017,1,39642
"P4_H30",4,6,3,35309,1,41624
"P4_H31",4,6,3,62037,1,54885
"P4_H32",4,6,3,57170,0,23794
"P4_H33",4,6,3,120421,0,63774
"P4_H34",4,6,3,49107,1,32994
"P4_H35",4,6,3,67925,1,59092
"P4_H36",4,6,3,56727,0,44262
"P4_H37",4,6,3,22668,0,39262
"P4_H38",4,6,3,62771,0,29926
"P4_H39",4,6,3,52160,1,34843
"P4_H40",4,6,3,50862,0,36981
"P4_H41",4,6,3,50484,0,38673
"P4_H42",4,6,3,89724,0,51955
"P4_H43",4,6,3,47578,1,60661
"P4_H44",4,6,3,27821,0,53294
"P4_H45",4,6,3,38307,1,51533
"P4_H46",4,6,3,59581,0,67704
"P4_H47",4,6,3,40156,0,45638
"P4_H48",4,6,3,82469,1,17798
"P4_H49",4,6,3,92324,1,48199
"P4_H50",4,6,3,79475,0,71112
"P4_H51",4,6,3,62571,1,42994
"P4_H52",4,6,3,65802,0,69247
"P4_H53",4,6,3,65758,1,46153
"P4_H54",4,6,3,35630,1,48166
"P4_H55",4,6,3,19029,0,48170
"P4_H56",4,6,3,37305,0,36871
"P4_H57",4,6,3,59313,1,26335
"P4_H58",4,6,3,40592,1,29981
"P4_H59",4,6,3,64316,1,37150
"P4_H60",4,6,3,32300,0,47189
"P4_H61",4,6,3,34234,1,44015
"P4_H62",4,6,3,63878,1,104024
"P4_H63",4,6,3,61289,1,70160
"P4_H64",4,6,3,76264,1,62659
"P4_H65",4,6,3,80644,0,46115
"P4_H66",4,6,3,77064,1,63488
"P4_H67",4,6,3,82246,1,31257
"P4_H68",4,6,3,46216,1,58789
"P4_H69",4,6,3,85842,1,67333
"P4_H70",4,6,3,102947,1,37404
"P4_H71",4,6,3,63112,1,38780
"P4_H72",4,6,3,59440,1,45835
"P4_H73",4,6,3,37564,1,63564
"P4_H74",4,6,3,77062,0,34789
"P4_H75",4,6,3,58202,0,53411
"P4_H76",4,6,3,70074,1,31776
"P4_H77",4,6,3,68485,0,36962
"P4_H78",4,6,3,54998,1,32714
"P4_H79",4,6,3,64717,1,45548
"P4_H80",4,6,3,43854,0,52232
"P4_H81",4,6,3,71518,0,37665
"P4_H82",4,6,3,44908,1,55317
"P4_H83",4,6,3,57292,0,79452
"P4_H84",4,6,3,44901,0,34747
"P4_H85",4,6,3,91557,1,31315
"P4_H86",4,6,3,66788,1,52355
"P4_H87",4,6,3,45923,1,52726
"P4_H88",4,6,3,38498,1,62540
"P4_H89",4,6,3,27310,1,62013
"P4_H90",4,6,3,63408,1,38986
"P4_H91",4,6,3,85153,1,63164
"P4_H92",4,6,3,32237,1,63473
"P4_H93",4,6,3,39950,1,32046
"P4_H94",4,6,3,33918,1,55104
"P4_H95",4,6,3,70108,1,39983
"P4_H96",4,6,3,52260,1,43499
"P4_H97",4,6,3,48131,1,34324
"P4_H98",4,6,3,27831,1,47691
"P4_H99",4,6,3,51261,1,47548
"P4_H100",4,6,3,82586,1,33205
"P4_H101",4,6,3,86349,0,31194
"P4_H102",4,6,3,24815,1,51831
"P4_H103",4,6,3,45723,0,44219
"P4_H104",4,6,3,41713,0,37835
"P4_H105",4,6,3,58880,0,45191
"P4_H106",4,6,3,48494,1,75182
"P4_H107",4,6,3,63052,1,41959
"P4_H108",4,6,3,35881,1,67205
"P4_H109",4,6,3,51890,1,65153
"P4_H110",4,6,3,40160,1,36628
"P4_H111",4,6,3,34349,0,77296
"P4_H112",4,6,3,52737,0,33341
"P4_H113",4,6,3,44717,1,38175
"P4_H114",4,6,3,34234,0,52414
"P4_H115",4,6,3,57411,1,68891
"P4_H116",4,6,3,43721,0,23375
"P4_H117",4,6,3,34754,0,54988
"P4_H118",4,6,3,31265,1,37423
"P4_H119",4,6,3,43703,1,64476
"P4_H120",4,6,3,78897,1,58525
"P4_H121",4,6,3,44432,1,39314
"P4_H122",4,6,3,60564,0,44964
"P4_H123",4,6,3,50321,0,34106
"P4_H124",4,6,3,59559,0,41671
"P4_H125",4,6,3,39198,0,103944
"P4_H126",4,6,3,43877,1,48405
"P4_H127",4,6,3,50925,1,28474
"P4_H128",4,6,3,51649,0,41473
"P4_H129",4,6,3,28288,1,26683
"P4_H130",4,6,3,35461,1,66431
"P4_H131",4,6,3,44958,1,32224
"P4_H132",4,6,3,36011,1,30403
"P4_H133",4,6,3,100178,1,27534
"P4_H134",4,6,3,79504,1,56146
"P4_H135",4,6,3,70119,0,35430
"P4_H136",4,6,3,67481,1,32030
"P4_H137",4,6,3,22809,0,31143
"P4_H138",4,6,3,30432,0,57369
"P4_H139",4,6,3,88579,1,39195
"P4_H140",4,6,3,56919,1,69036
"P4_H141",4,6,3,32224,1,26133
"P4_H142",4,6,3,82159,1,52266
"P4_H143",4,6,3,50384,1,27427
"P4_H144",4,6,3,48501,1,78128
"P4_H145",4,6,3,36389,0,47116
"P4_H146",4,6,3,48134,0,59325
"P4_H147",4,6,3,47443,0,67124
"P4_H148",4,6,3,50432,1,53565
"P4_H149",4,6,3,83072,1,33969
"P4_H150",4,6,3,92958,0,35609
"P4_H151",4,6,3,78496,1,67451
"P4_H152",4,6,3,81872,1,44858
"P4_H153",4,6,3,16147,1,32002
"P4_H154",4,6,3,95165,0,32772
"P4_H155",4,6,3,69059,1,52890
"P4_H156",4,6,3,45305,0,60609
"P4_H157",4,6,3,50110,0,34580
"P4_H158",4,6,3,70107,1,52953
"P4_H159",4,6,3,42511,1,23524
"P4_H160",4,6,3,47080,0,34562
"P4_H161",4,6,3,49243,0,37185
"P4_H162",4,6,3,45188,1,34457
"P4_H163",4,6,3,54194,0,53191
"P4_H164",4,6,3,75487,1,44628
"P4_H165",4,6,3,87541,1,56797
"P4_H166",4,6,3,54264,1,42578
"P4_H167",4,6,3,46180,1,34624
"P4_H168",4,6,3,53206,1,80568
"P4_H169",4,6,3,71514,0,82726
"P4_H170",4,6,3,88976,1,36709
"P4_H171",4,6,3,77802,0,38661
"P4_H172",4,6,3,53214,1,49134
"P4_H173",4,6,3,41747,0,29215
"P4_H174",4,6,3,78523,0,46306
"P4_H175",4,6,3,46346,0,42426
"P4_H176",4,6,3,30754,1,29668
"P4_H177",4,6,3,43380,0,56740
"P4_H178",4,6,3,55791,1,42748
"P4_H179",4,6,3,55360,0,32584
"P4_H180",4,6,3,67296,1,28297
"P4_H181",4,6,3,46514,1,37431
"P4_H182",4,6,3,85108,1,39246
"P4_H183",4,6,3,49085,1,64632
"P4_H184",4,6,3,68896,0,17595
"P4_H185",4,6,3,55751,1,37341
"P4_H186",4,6,3,137382,0,39572
"P4_H187",4,6,3,61655,0,60880
"P4_H188",4,6,3,40873,1,34307
"P4_H189",4,6,3,63858,1,30275
"P4_H190",4,6,3,47801,0,28193
"P4_H191",4,6,3,64269,1,50549
"P4_H192",4,6,3,56038,0,58981
"P4_H193",4,6,3,78780,0,39164
"P4_H194",4,6,3,68368,1,57615
"P4_H195",4,6,3,75280,1,46527
"P4_H196",4,6,3,71683,0,66332
"P4_H197",4,6,3,91927,0,56854
"P4_H198",4,6,3,47047,0,93148
"P4_H199",4,6,3,47385,0,48705
"P4_H200",4,6,3,31796,1,43266
"P4_H201",4,6,3,37933,0,57899
"P4_H202",4,6,3,59190,1,40654
"P4_H203",4,6,3,50563,1,22800
"P4_H204",4,6,3,52990,1,73127
"P4_H205",4,6,3,47810,1,54997
"P4_H206",4,6,3,70786,0,56623
"P4_H207",4,6,3,81237,1,45165
"P4_H208",4,6,3,68098,0,58126
"P4_H209",4,6,3,51404,0,40626
"P4_H210",4,6,3,45787,1,41174
"P4_H211",4,6,3,44327,1,30272
"P4_H212",4,6,3,84150,0,46899
"P4_H213",4,6,3,42354,1,27464
"P4_H214",4,6,3,71806,1,41250
"P4_H215",4,6,3,51636,1,22288
"P4_H216",4,6,3,77582,1,22718
"P4_H217",4,6,3,42542,0,61328
"P4_H218",4,6,3,40466,0,26963
"P4_H219",4,6,3,71179,1,79816
"P4_H220",4,6,3,54924,1,39636
"P4_H221",4,6,3,56510,1,39047
"P4_H222",4,6,3,112624,1,56177
"P4_H223",4,6,3,59317,1,45985
"P4_H224",4,6,3,54427,1,73475
"P4_H225",4,6,3,50374,0,23760
"P4_H226",4,6,3,63452,1,74396
"P4_H227",4,6,3,109280,0,33075
"P4_H228",4,6,3,54009,1,28882
"P4_H229",4,6,3,54301,0,73410
"P4_H230",4,6,3,60686,1,50224
"P4_H231",4,6,3,79668,1,38910
"P4_H232",4,6,3,38819,0,39997
"P4_H233",4,6,3,21899,1,96040
"P4_H234",4,6,3,76415,1,65011
"P4_H235",4,6,3,72555,0,38738
"P4_H236",4,6,3,53536,1,41183
"P4_H237",4,6,3,130589,1,37754
"P4_H238",4,6,3,52558,0,47420
"P4_H239",4,6,3,90074,1,48248
"P4_H240",4,6,3,51322,1,44091
"P4_H241",4,6,3,65096,0,52432
"P4_H242",4,6,3,89223,1,52181
"P4_H243",4,6,3,21684,1,34090
"P4_H244",4,6,3,33947,1,39371
"P4_H245",4,6,3,69068,0,38487
"P4_H246",4,6,3,57984,1,47266
"P4_H247",4,6,3,95685,1,54413
"P4_H248",4,6,3,34852,0,27231
"P4_H249",4,6,3,49738,1,69634
"P4_H250",4,6,3,87258,0,56414
"P4_H251",4,6,3,72209,1,43431
"P4_H252",4,6,3,83463,1,35947
"P4_H253",4,6,3,56470,1,34996
"P4_H254",4,6,3,59293,1,30731
"P4_H255",4,6,3,46198,1,32082
"P4_H256",4,6,3,71405,0,31212
"P4_H257",4,6,3,57721,0,38639
"P4_H258",4,6,3,60902,1,41444
"P4_H259",4,6,3,48420,1,69189
"P4_H260",4,6,3,46329,1,41532
"P4_H261",4,6,3,55368,0,45720
"P4_H262",4,6,3,59380,1,67729
"P4_H263",4,6,3,69075,0,39017
"P4_H264",4,6,3,33392,1,47899
"P4_H265",4,6,3,39047,0,29498
"P4_H266",4,6,3,28770,0,46609
"P4_H267",4,6,3,75826,0,39428
"P4_H268",4,6,3,58684,1,34553
"P4_H269",4,6,3,32259,1,47446
"P4_H270",4,6,3,103200,0,42133
"P4_H271",4,6,3,64455,1,63521
"P4_H272",4,6,3,38879,1,77113
"P4_H273",4,6,3,38503,1,45678
"P4_H274",4,6,3,72077,1,45446
"P4_H275",4,6,3,56757,1,75198
"P4_H276",4,6,3,48795,1,57100
"P4_H277",4,6,3,60768,0,34770
"P4_H278",4,6,3,36093,0,26340
"P4_H279",4,6,3,45593,1,37430
"P4_H280",4,6,3,53089,1,59766
"P4_H281",4,6,3,24405,0,39573
"P4_H282",4,6,3,67303,1,38833
"P4_H283",4,6,3,41667,0,29548
"P4_H284",4,6,3,43829,1,54885
"P4_H285",4,6,3,52310,1,40089
"P4_H286",4,6,3,53571,1,46198
"P4_H287",4,6,3,68403,0,47828
"P4_H288",4,6,3,74816,1,44417
"P4_H289",4,6,3,75676,1,43494
"P4_H290",4,6,3,52782,0,31318
"P4_H291",4,6,3,68701,1,73830
"P4_H292",4,6,3,72129,1,59258
"P4_H293",4,6,3,50800,1,37285
"P4_H294",4,6,3,48739,0,31120
"P4_H295",4,6,3,82365,0,37833
"P4_H296",4,6,3,62626,1,35922
"P4_H297",4,6,3,54148,0,71063
"P4_H298",4,6,3,74036,1,45861
"P4_H299",4,6,3,41795,1,56855
"P4_H300",4,6,3,50286,1,42456
"P4_H301",4,6,3,89330,1,44001
"P4_H302",4,6,3,52808,1,59307
"P4_H303",4,6,3,43969,1,47595
"P4_H304",4,6,3,42507,1,33802
"P4_H305",4,6,3,31518,1,35500
"P4_H306",4,6,3,49549,1,39300
"P4_H307",4,6,3,84274,1,46457
"P4_H308",4,6,3,79021,1,34867
"P4_H309",4,6,3,59693,1,34157
"P4_H310",4,6,3,42975,1,52555
"P4_H311",4,6,3,91595,0,43743
"P4_H312",4,6,3,22787,1,51501
"P4_H313",4,6,3,52730,1,31466
"P4_H314",4,6,3,63689,0,55411
"P4_H315",4,6,3,158511,0,32275
"P4_H316",4,6,3,49649,1,58125
"P4_H317",4,6,3,59035,1,37623
"P4_H318",4,6,3,20500,0,50884
"P4_H319",4,6,3,51394,1,41282
"P4_H320",4,6,3,45688,0,63996
"P4_H321",4,6,3,104421,1,50246
"P4_H322",4,6,3,43978,0,35300
"P4_H323",4,6,3,42778,0,56436
"P4_H324",4,6,3,54488,1,44217
"P4_H325",4,6,3,30690,1,22536
"P4_H326",4,6,3,68175,1,51351
"P4_H327",4,6,3,29150,1,48700
"P4_H328",4,6,3,44951,1,38975
"P4_H329",4,6,3,39492,0,61130
"P4_H330",4,6,3,39542,0,44283
"P4_H331",4,6,3,46269,0,63246
"P4_H332",4,6,3,52970,1,59315
"P4_H333",4,6,3,33167,1,53909
"P4_H334",4,6,3,45722,1,43863
"P4_H335",4,6,3,36864,0,45485
"P4_H336",4,6,3,111848,1,23220
"P4_H337",4,6,3,50159,1,43260
"P4_H338",4,6,3,37561,0,46126
"P4_H339",4,6,3,23613,1,39274
"P4_H340",4,6,3,26152,1,53256
"P4_H341",4,6,3,45888,0,38749
"P4_H342",4,6,3,58134,1,31149
"P4_H343",4,6,3,62080,1,46141
"P4_H344",4,6,3,44461,1,62935
"P4_H345",4,6,3,39774,1,40746
"P4_H346",4,6,3,40896,1,56746
"P4_H347",4,6,3,71190,1,33962
"P4_H348",4,6,3,89613,0,56184
"P4_H349",4,6,3,104189,1,42432
"P4_H350",4,6,3,36215,0,53522
"P4_H351",4,6,3,34990,1,23043
"P4_H352",4,6,3,40375,1,60008
"P4_H353",4,6,3,69873,0,48136
"P4_H354",4,6,3,25776,0,68084
"P4_H355",4,6,3,37377,1,54614
"P4_H356",4,6,3,131583,1,64008
"P4_H357",4,6,3,53625,1,36856
"P4_H358",4,6,3,34432,1,37416
"P4_H359",4,6,3,114689,1,62520
"P4_H360",4,6,3,45564,1,27194
"P4_H361",4,6,3,40802,1,37093
"P4_H362",4,6,3,41867,1,49995
"P4_H363",4,6,3,49025,1,31988
"P4_H364",4,6,3,84086,1,56941
"P4_H365",4,6,3,66923,1,57664
"P4_H366",4,6,3,52795,1,43913
"P4_H367",4,6,3,78637,0,42246
"P4_H368",4,6,3,36535,0,52692
"P4_H369",4,6,3,43684,1,34078
"P4_H370",4,6,3,35178,0,34008
"P4_H371",4,6,3,74653,0,34915
"P4_H372",4,6,3,85725,1,22205
"P4_H373",4,6,3,98136,1,41622
"P4_H374",4,6,3,49255,1,44175
"P4_H375",4,6,3,95482,1,54905
"P4_H376",4,6,3,59922,0,38434
"P4_H377",4,6,3,103708,0,61643
"P4_H378",4,6,3,84746,0,34460
"P4_H379",4,6,3,50611,1,38638
"P4_H380",4,6,3,96273,1,44920
"P4_H381",4,6,3,43283,1,55780
"P4_H382",4,6,3,86632,1,35732
"P4_H383",4,6,3,42464,0,37597
"P4_H384",4,6,3,28212,1,57387
"P4_H385",4,6,3,96019,1,36927
"P4_H386",4,6,3,106681,1,103812
"P4_H387",4,6,3,70878,0,40662
"P4_H388",4,6,3,40936,1,40301
"P4_H389",4,6,3,58218,1,74983
"P4_H390",4,6,3,67401,1,32546
"P4_H391",4,6,3,76975,0,58904
"P4_H392",4,6,3,91078,1,47214
"P4_H393",4,6,3,98089,1,30219
"P4_H394",4,6,3,38797,1,44733
"P4_H395",4,6,3,25532,0,57364
"P4_H396",4,6,3,21530,1,40616
"P4_H397",4,6,3,42475,0,62668
"P4_H398",4,6,3,66381,1,49337
"P4_H399",4,6,3,63215,1,39467
"P4_H400",4,6,3,64020,1,50767
"P4_H401",4,6,3,27524,1,39115
"P4_H402",4,6,3,74281,0,59178
"P4_H403",4,6,3,42345,0,48413
"P4_H404",4,6,3,62279,1,52465
"P4_H405",4,6,3,77035,1,34795
"P4_H406",4,6,3,31756,1,42280
"P4_H407",4,6,3,90142,0,48560
"P4_H408",4,6,3,33343,0,97422
"P4_H409",4,6,3,61261,1,24403
"P4_H410",4,6,3,60645,0,36317
"P4_H411",4,6,3,34807,1,65665
"P4_H412",4,6,3,73415,1,26427
"P4_H413",4,6,3,26284,0,58856
"P4_H414",4,6,3,42405,1,53532
"P4_H415",4,6,3,36464,1,42468
"P4_H416",4,6,3,67942,1,74466
"P4_H417",4,6,3,21750,0,46373
"P4_H418",4,6,3,34544,1,23336
"P4_H419",4,6,3,66700,1,86153
"P4_H420",4,6,3,115332,1,63770
"P4_H421",4,6,3,38436,1,32436
"P4_H422",4,6,3,63474,1,38723
"P4_H423",4,6,3,62193,0,52535
"P4_H424",4,6,3,29925,1,45660
"P4_H425",4,6,3,19390,1,45033
"P4_H426",4,6,3,55433,1,35521
"P4_H427",4,6,3,35306,1,29128
"P4_H428",4,6,3,94565,1,54261
"P4_H429",4,6,3,23654,0,51650
"P4_H430",4,6,3,115245,1,46597
"P4_H431",4,6,3,35918,1,35199
"P4_H432",4,6,3,55766,0,38706
"P4_H433",4,6,3,83195,1,38285
"P4_H434",4,6,3,78855,0,55159
"P4_H435",4,6,3,54031,1,61707
"P4_H436",4,6,3,57874,1,36399
"P4_H437",4,6,3,60354,0,46460
"P4_H438",4,6,3,31311,0,48208
