"id","province","area","psu_id","income","household_size","has_electricity","employment_status","education_years","dwelling_type","water_access","internet_access","health_insurance","chronic_illness","known_pop_province","known_pop_area","stratum","psu_size"
5279,"Gauteng","Rural",42,51732,5,0,"Employed",12,"Traditional","Piped",0,0,1,15800000,13300000,"Gauteng_Rural",54
5280,"Gauteng","Urban",144,97660.8,4,1,"Not in Labor Force",13,"Formal","Other",0,0,1,15800000,24500000,"Gauteng_Urban",44
5281,"Limpopo","Urban",128,40555.2,4,1,"Employed",11,"Formal","Piped",0,0,0,5800000,24500000,"Limpopo_Urban",40
5282,"Gauteng","Urban",146,38136.6,3,1,"Unemployed",7,"Informal","Piped",0,0,0,15800000,24500000,"Gauteng_Urban",41
5283,"Western Cape","Rural",86,25500.2,5,1,"Employed",6,"Formal","Piped",1,0,0,4700000,13300000,"Western Cape_Rural",39
5284,"Limpopo","Urban",63,36274,2,0,"Employed",8,"Traditional","Public_Tap",1,0,0,5800000,24500000,"Limpopo_Urban",55
5285,"Gauteng","Urban",26,59976,1,1,"Unemployed",8,"Informal","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",43
5286,"KZN","Rural",158,19294,2,1,"Employed",14,"Formal","Piped",0,1,0,11500000,13300000,"KZN_Rural",59
5287,"KZN","Urban",126,94340.8,7,1,"Employed",11,"Informal","Well",1,1,0,11500000,24500000,"KZN_Urban",52
5288,"Limpopo","Rural",85,37715.4,6,1,"Unemployed",11,"Informal","Public_Tap",0,1,0,5800000,13300000,"Limpopo_Rural",52
5289,"Gauteng","Rural",62,33613.2,4,1,"Not in Labor Force",12,"Formal","Piped",1,1,0,15800000,13300000,"Gauteng_Rural",51
5290,"KZN","Rural",19,10746,2,0,"Not in Labor Force",15,"Formal","Piped",1,0,0,11500000,13300000,"KZN_Rural",55
5291,"Limpopo","Urban",98,44343.6,4,1,"Employed",9,"Formal","Well",1,1,0,5800000,24500000,"Limpopo_Urban",59
5292,"KZN","Urban",83,6033.6,8,1,"Employed",10,"Formal","Public_Tap",0,1,0,11500000,24500000,"KZN_Urban",59
5293,"KZN","Urban",70,17889.6,5,1,"Employed",10,"Informal","Piped",0,1,0,11500000,24500000,"KZN_Urban",57
5294,"Limpopo","Urban",178,29467.2,4,0,"Not in Labor Force",7,"Informal","Public_Tap",0,0,0,5800000,24500000,"Limpopo_Urban",48
5295,"Western Cape","Rural",112,19595.4,3,1,"Employed",14,"Formal","Piped",1,0,0,4700000,13300000,"Western Cape_Rural",45
5296,"KZN","Rural",126,5912,4,1,"Unemployed",7,"Formal","Piped",1,1,0,11500000,13300000,"KZN_Rural",52
5297,"KZN","Urban",187,116488,3,0,"Employed",12,"Formal","Piped",1,1,0,11500000,24500000,"KZN_Urban",43
5298,"Limpopo","Urban",49,10277.4,5,0,"Employed",10,"Informal","Piped",1,0,0,5800000,24500000,"Limpopo_Urban",51
5299,"Gauteng","Rural",44,4299.6,4,1,"Employed",12,"Formal","Piped",1,1,0,15800000,13300000,"Gauteng_Rural",43
5300,"Western Cape","Rural",114,27592.4,5,0,"Not in Labor Force",14,"Formal","Public_Tap",1,1,0,4700000,13300000,"Western Cape_Rural",62
5301,"KZN","Urban",131,11425.6,2,1,"Not in Labor Force",14,"Formal","Piped",1,1,1,11500000,24500000,"KZN_Urban",54
5302,"Gauteng","Rural",62,15330,4,0,"Not in Labor Force",6,"Traditional","Piped",1,1,0,15800000,13300000,"Gauteng_Rural",51
5303,"KZN","Urban",118,46505.6,3,1,"Employed",13,"Formal","Public_Tap",1,0,0,11500000,24500000,"KZN_Urban",47
5304,"Western Cape","Urban",45,107390.7,7,1,"Not in Labor Force",10,"Formal","Piped",1,0,0,4700000,24500000,"Western Cape_Urban",54
5305,"KZN","Urban",170,37737.6,4,0,"Not in Labor Force",9,"Informal","Public_Tap",1,1,0,11500000,24500000,"KZN_Urban",52
5306,"Gauteng","Rural",44,19282.8,5,1,"Not in Labor Force",12,"Formal","Well",0,0,0,15800000,13300000,"Gauteng_Rural",43
5307,"Gauteng","Rural",28,4219.2,5,1,"Employed",11,"Formal","Well",0,0,1,15800000,13300000,"Gauteng_Rural",52
5308,"Western Cape","Rural",140,96769.2,5,0,"Not in Labor Force",12,"Formal","Public_Tap",0,0,1,4700000,13300000,"Western Cape_Rural",54
5309,"KZN","Urban",66,88790.4,4,1,"Not in Labor Force",7,"Formal","Piped",1,0,0,11500000,24500000,"KZN_Urban",47
5310,"Limpopo","Urban",113,124803,4,1,"Not in Labor Force",3,"Formal","Well",0,1,0,5800000,24500000,"Limpopo_Urban",50
5311,"Limpopo","Urban",115,59266.2,8,1,"Not in Labor Force",18,"Traditional","Public_Tap",1,0,0,5800000,24500000,"Limpopo_Urban",68
5312,"KZN","Urban",102,7086.4,6,1,"Employed",12,"Formal","Well",0,0,0,11500000,24500000,"KZN_Urban",43
5313,"Limpopo","Urban",170,108592.4,5,1,"Employed",3,"Informal","Public_Tap",0,0,0,5800000,24500000,"Limpopo_Urban",52
5314,"KZN","Urban",142,158699.2,5,1,"Not in Labor Force",11,"Formal","Public_Tap",1,1,0,11500000,24500000,"KZN_Urban",49
5315,"KZN","Urban",81,239379.2,6,1,"Employed",7,"Formal","Piped",1,0,0,11500000,24500000,"KZN_Urban",52
5316,"KZN","Urban",75,45339.2,3,1,"Not in Labor Force",12,"Formal","Piped",0,1,0,11500000,24500000,"KZN_Urban",50
5317,"Limpopo","Urban",134,17350.2,3,1,"Not in Labor Force",13,"Traditional","Piped",1,1,1,5800000,24500000,"Limpopo_Urban",37
5318,"Gauteng","Urban",147,13406.4,5,1,"Unemployed",9,"Formal","Public_Tap",0,0,0,15800000,24500000,"Gauteng_Urban",54
5319,"Gauteng","Urban",150,45750.6,2,0,"Employed",11,"Formal","Well",1,1,0,15800000,24500000,"Gauteng_Urban",53
5320,"Gauteng","Rural",77,16804.8,3,0,"Not in Labor Force",8,"Formal","Piped",0,0,0,15800000,13300000,"Gauteng_Rural",47
5321,"Gauteng","Urban",31,43669.8,5,0,"Not in Labor Force",15,"Formal","Piped",0,1,0,15800000,24500000,"Gauteng_Urban",50
5322,"KZN","Urban",172,13931.2,4,1,"Not in Labor Force",9,"Informal","Piped",0,1,0,11500000,24500000,"KZN_Urban",60
5323,"KZN","Urban",131,2099.2,5,1,"Not in Labor Force",14,"Formal","Well",1,1,1,11500000,24500000,"KZN_Urban",54
5324,"KZN","Rural",6,38405,2,0,"Not in Labor Force",14,"Formal","Piped",0,0,0,11500000,13300000,"KZN_Rural",48
5325,"Gauteng","Rural",140,221194.8,5,1,"Not in Labor Force",10,"Informal","Piped",0,0,0,15800000,13300000,"Gauteng_Rural",54
5326,"Limpopo","Urban",157,30625,2,0,"Employed",16,"Formal","Piped",0,0,0,5800000,24500000,"Limpopo_Urban",63
5327,"Gauteng","Urban",153,258127.2,3,1,"Employed",6,"Formal","Piped",0,0,1,15800000,24500000,"Gauteng_Urban",48
5328,"Limpopo","Rural",108,75200.4,7,1,"Employed",7,"Formal","Public_Tap",0,0,0,5800000,13300000,"Limpopo_Rural",48
5329,"Gauteng","Rural",194,35113.2,2,0,"Employed",10,"Informal","Public_Tap",1,0,0,15800000,13300000,"Gauteng_Rural",50
5330,"Western Cape","Urban",60,42124.3,5,1,"Unemployed",12,"Traditional","Well",0,0,0,4700000,24500000,"Western Cape_Urban",33
5331,"Gauteng","Rural",84,54900,8,1,"Employed",10,"Informal","Piped",1,1,1,15800000,13300000,"Gauteng_Rural",57
5332,"Western Cape","Urban",14,391584.8,4,1,"Not in Labor Force",11,"Formal","Piped",1,0,0,4700000,24500000,"Western Cape_Urban",46
5333,"Western Cape","Rural",38,10245.4,6,1,"Unemployed",17,"Formal","Piped",1,1,0,4700000,13300000,"Western Cape_Rural",56
5334,"Gauteng","Urban",67,34227,4,1,"Employed",11,"Informal","Piped",1,1,0,15800000,24500000,"Gauteng_Urban",40
5335,"KZN","Rural",179,7645,6,0,"Employed",7,"Traditional","Well",1,0,0,11500000,13300000,"KZN_Rural",62
5336,"Gauteng","Rural",142,3400.8,3,1,"Employed",11,"Formal","Piped",1,0,0,15800000,13300000,"Gauteng_Rural",49
5337,"KZN","Rural",137,40133,7,0,"Employed",4,"Formal","Public_Tap",0,0,0,11500000,13300000,"KZN_Rural",61
5338,"Gauteng","Rural",42,32737.2,2,1,"Not in Labor Force",12,"Formal","Public_Tap",1,0,0,15800000,13300000,"Gauteng_Rural",54
5339,"Gauteng","Urban",80,34740,2,1,"Employed",10,"Formal","Other",1,1,0,15800000,24500000,"Gauteng_Urban",47
5340,"Limpopo","Rural",114,163090.8,2,1,"Employed",12,"Formal","Piped",0,1,0,5800000,13300000,"Limpopo_Rural",62
5341,"Limpopo","Urban",2,10313.8,6,0,"Not in Labor Force",7,"Formal","Well",1,1,0,5800000,24500000,"Limpopo_Urban",45
5342,"Western Cape","Urban",102,41847.2,8,0,"Employed",7,"Formal","Piped",0,1,0,4700000,24500000,"Western Cape_Urban",43
5343,"KZN","Urban",33,38870.4,5,1,"Not in Labor Force",8,"Formal","Public_Tap",0,0,1,11500000,24500000,"KZN_Urban",46
5344,"Western Cape","Urban",167,10772.9,1,1,"Not in Labor Force",10,"Informal","Well",1,0,0,4700000,24500000,"Western Cape_Urban",57
5345,"Gauteng","Rural",154,48236.4,8,0,"Unemployed",7,"Traditional","Piped",0,1,0,15800000,13300000,"Gauteng_Rural",46
5346,"Western Cape","Urban",99,19153.9,7,0,"Employed",6,"Formal","Piped",1,1,0,4700000,24500000,"Western Cape_Urban",45
5347,"Gauteng","Rural",7,29565.6,6,1,"Not in Labor Force",9,"Informal","Public_Tap",1,1,0,15800000,13300000,"Gauteng_Rural",40
5348,"Western Cape","Urban",180,36663.9,3,1,"Employed",6,"Informal","Well",1,1,0,4700000,24500000,"Western Cape_Urban",41
5349,"Western Cape","Rural",133,11078.1,4,1,"Unemployed",16,"Traditional","Piped",1,0,0,4700000,13300000,"Western Cape_Rural",49
5350,"Western Cape","Urban",96,22820.8,4,1,"Employed",13,"Formal","Piped",0,0,0,4700000,24500000,"Western Cape_Urban",52
5351,"KZN","Urban",58,15448,3,0,"Employed",9,"Formal","Piped",1,1,0,11500000,24500000,"KZN_Urban",45
5352,"Gauteng","Rural",63,140060.4,4,1,"Employed",7,"Formal","Well",0,1,0,15800000,13300000,"Gauteng_Rural",55
5353,"KZN","Rural",4,44042,5,1,"Not in Labor Force",3,"Informal","Piped",1,1,0,11500000,13300000,"KZN_Rural",46
5354,"Gauteng","Rural",181,8617.2,6,1,"Not in Labor Force",12,"Formal","Well",0,0,0,15800000,13300000,"Gauteng_Rural",43
5355,"Limpopo","Urban",128,49735,3,1,"Employed",14,"Informal","Piped",1,0,1,5800000,24500000,"Limpopo_Urban",40
5356,"Gauteng","Urban",103,22424.4,4,0,"Not in Labor Force",7,"Formal","Well",0,1,0,15800000,24500000,"Gauteng_Urban",43
5357,"Limpopo","Urban",156,9412.2,6,1,"Employed",10,"Formal","Piped",1,0,0,5800000,24500000,"Limpopo_Urban",53
5358,"Western Cape","Rural",172,56695.1,4,1,"Unemployed",9,"Formal","Public_Tap",0,1,1,4700000,13300000,"Western Cape_Rural",60
5359,"Western Cape","Urban",184,10334.3,3,1,"Unemployed",9,"Formal","Public_Tap",1,1,1,4700000,24500000,"Western Cape_Urban",47
5360,"KZN","Urban",185,43846.4,5,1,"Employed",9,"Formal","Well",0,0,0,11500000,24500000,"KZN_Urban",47
5361,"Gauteng","Rural",182,37665.6,4,0,"Employed",11,"Traditional","Piped",0,1,0,15800000,13300000,"Gauteng_Rural",44
5362,"KZN","Urban",193,31632,5,1,"Not in Labor Force",9,"Formal","Piped",1,1,1,11500000,24500000,"KZN_Urban",43
5363,"KZN","Urban",56,37324.8,3,1,"Not in Labor Force",11,"Formal","Public_Tap",1,0,0,11500000,24500000,"KZN_Urban",53
5364,"KZN","Urban",175,89268.8,1,0,"Not in Labor Force",7,"Traditional","Public_Tap",0,1,0,11500000,24500000,"KZN_Urban",35
5365,"KZN","Rural",82,4341,5,1,"Employed",7,"Formal","Piped",0,1,0,11500000,13300000,"KZN_Rural",51
5366,"Gauteng","Urban",139,99730.8,8,1,"Not in Labor Force",8,"Traditional","Public_Tap",1,0,0,15800000,24500000,"Gauteng_Urban",52
5367,"Gauteng","Rural",46,26290.8,4,1,"Not in Labor Force",12,"Formal","Piped",1,0,0,15800000,13300000,"Gauteng_Rural",57
5368,"Western Cape","Urban",165,15645.1,8,0,"Not in Labor Force",11,"Formal","Piped",1,1,0,4700000,24500000,"Western Cape_Urban",53
5369,"Gauteng","Urban",48,50236.2,8,0,"Not in Labor Force",6,"Formal","Piped",0,0,0,15800000,24500000,"Gauteng_Urban",60
5370,"Gauteng","Urban",128,195942.6,9,1,"Unemployed",10,"Formal","Public_Tap",1,1,0,15800000,24500000,"Gauteng_Urban",40
5371,"Gauteng","Rural",21,108340.8,2,1,"Employed",11,"Formal","Other",0,1,0,15800000,13300000,"Gauteng_Rural",60
5372,"Western Cape","Urban",115,229256.9,2,1,"Unemployed",10,"Formal","Piped",0,0,1,4700000,24500000,"Western Cape_Urban",68
5373,"KZN","Urban",145,105384,5,0,"Employed",9,"Formal","Piped",1,0,0,11500000,24500000,"KZN_Urban",58
5374,"KZN","Urban",31,40180.8,4,1,"Employed",8,"Formal","Well",0,0,0,11500000,24500000,"KZN_Urban",50
5375,"KZN","Rural",189,6565,2,0,"Employed",10,"Formal","Piped",1,0,1,11500000,13300000,"KZN_Rural",51
5376,"Limpopo","Urban",198,137173.4,7,1,"Employed",12,"Formal","Piped",0,1,0,5800000,24500000,"Limpopo_Urban",43
5377,"KZN","Urban",168,47187.2,4,1,"Employed",11,"Formal","Public_Tap",1,1,0,11500000,24500000,"KZN_Urban",61
5378,"Gauteng","Rural",183,8274,8,1,"Employed",4,"Formal","Public_Tap",1,0,0,15800000,13300000,"Gauteng_Rural",51
5379,"Western Cape","Rural",192,36203.2,6,0,"Not in Labor Force",11,"Formal","Piped",0,0,1,4700000,13300000,"Western Cape_Rural",48
5380,"Limpopo","Urban",105,205048.2,5,0,"Employed",6,"Formal","Public_Tap",1,0,0,5800000,24500000,"Limpopo_Urban",60
5381,"Gauteng","Rural",83,3075.6,6,0,"Unemployed",7,"Formal","Public_Tap",1,0,1,15800000,13300000,"Gauteng_Rural",59
5382,"Gauteng","Rural",174,50875.2,10,0,"Employed",9,"Traditional","Well",1,0,0,15800000,13300000,"Gauteng_Rural",40
5383,"KZN","Urban",159,107582.4,2,0,"Unemployed",10,"Formal","Piped",1,0,1,11500000,24500000,"KZN_Urban",58
5384,"KZN","Urban",37,22486.4,3,1,"Employed",7,"Traditional","Piped",0,1,1,11500000,24500000,"KZN_Urban",53
5385,"Gauteng","Urban",151,215931.6,4,1,"Employed",6,"Formal","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",42
5386,"Western Cape","Urban",10,153547.4,7,1,"Not in Labor Force",12,"Formal","Piped",1,1,0,4700000,24500000,"Western Cape_Urban",49
5387,"Limpopo","Urban",142,26637.8,2,1,"Not in Labor Force",7,"Formal","Piped",1,0,0,5800000,24500000,"Limpopo_Urban",49
5388,"Western Cape","Urban",176,45282.9,5,1,"Employed",12,"Traditional","Other",1,0,0,4700000,24500000,"Western Cape_Urban",59
5389,"Limpopo","Urban",24,22073.8,3,1,"Not in Labor Force",13,"Formal","Public_Tap",0,1,0,5800000,24500000,"Limpopo_Urban",59
5390,"Gauteng","Urban",163,63066.6,4,1,"Not in Labor Force",12,"Formal","Public_Tap",0,0,1,15800000,24500000,"Gauteng_Urban",41
5391,"Gauteng","Urban",144,28672.2,3,1,"Employed",10,"Formal","Well",1,0,0,15800000,24500000,"Gauteng_Urban",44
5392,"Limpopo","Urban",184,9065,2,1,"Not in Labor Force",11,"Formal","Piped",1,0,1,5800000,24500000,"Limpopo_Urban",47
5393,"Western Cape","Urban",141,82062.4,6,1,"Unemployed",14,"Formal","Piped",1,0,1,4700000,24500000,"Western Cape_Urban",51
5394,"Limpopo","Urban",169,33604.2,3,1,"Employed",11,"Informal","Public_Tap",0,0,0,5800000,24500000,"Limpopo_Urban",46
5395,"KZN","Urban",74,13696,4,0,"Employed",9,"Traditional","Public_Tap",0,1,0,11500000,24500000,"KZN_Urban",46
5396,"Western Cape","Rural",74,7537.2,5,1,"Employed",10,"Formal","Public_Tap",0,0,0,4700000,13300000,"Western Cape_Rural",46
5397,"Gauteng","Urban",149,9118.8,4,1,"Employed",9,"Formal","Public_Tap",1,0,0,15800000,24500000,"Gauteng_Urban",53
5398,"Gauteng","Rural",163,43395.6,4,1,"Employed",16,"Formal","Well",1,1,0,15800000,13300000,"Gauteng_Rural",41
5399,"Western Cape","Urban",25,181787.8,3,1,"Not in Labor Force",11,"Traditional","Piped",1,0,1,4700000,24500000,"Western Cape_Urban",43
5400,"KZN","Urban",56,51489.6,4,1,"Not in Labor Force",15,"Formal","Public_Tap",0,1,0,11500000,24500000,"KZN_Urban",53
5401,"Gauteng","Urban",120,29619,6,1,"Employed",8,"Formal","Piped",1,1,1,15800000,24500000,"Gauteng_Urban",52
5402,"Limpopo","Rural",141,78678.9,4,1,"Not in Labor Force",11,"Formal","Public_Tap",1,1,0,5800000,13300000,"Limpopo_Rural",51
5403,"Gauteng","Urban",154,33436.8,3,0,"Employed",8,"Formal","Public_Tap",0,0,0,15800000,24500000,"Gauteng_Urban",46
5404,"Limpopo","Urban",2,39478.6,3,1,"Employed",6,"Formal","Piped",0,0,0,5800000,24500000,"Limpopo_Urban",45
5405,"KZN","Urban",38,20307.2,5,0,"Employed",12,"Formal","Piped",1,0,0,11500000,24500000,"KZN_Urban",56
5406,"Limpopo","Urban",36,8065.4,4,0,"Not in Labor Force",9,"Formal","Public_Tap",0,1,0,5800000,24500000,"Limpopo_Urban",45
5407,"KZN","Urban",28,68547.2,3,1,"Employed",8,"Formal","Public_Tap",0,0,0,11500000,24500000,"KZN_Urban",52
5408,"Gauteng","Rural",114,35786.4,7,1,"Employed",12,"Traditional","Piped",0,1,0,15800000,13300000,"Gauteng_Rural",62
5409,"Gauteng","Urban",59,26625.6,8,1,"Not in Labor Force",12,"Formal","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",41
5410,"KZN","Rural",49,9305,5,1,"Not in Labor Force",10,"Traditional","Well",1,0,0,11500000,13300000,"KZN_Rural",51
5411,"Gauteng","Urban",130,36543.6,6,1,"Not in Labor Force",5,"Informal","Public_Tap",0,0,1,15800000,24500000,"Gauteng_Urban",67
5412,"Gauteng","Urban",115,73042.2,2,1,"Not in Labor Force",13,"Formal","Piped",1,1,0,15800000,24500000,"Gauteng_Urban",68
5413,"Western Cape","Urban",141,57534.8,5,1,"Employed",7,"Formal","Piped",0,1,0,4700000,24500000,"Western Cape_Urban",51
5414,"KZN","Urban",39,16865.6,2,1,"Not in Labor Force",11,"Formal","Piped",0,0,0,11500000,24500000,"KZN_Urban",57
5415,"KZN","Urban",37,20144,7,0,"Not in Labor Force",12,"Formal","Piped",0,0,0,11500000,24500000,"KZN_Urban",53
5416,"KZN","Rural",107,74856,3,1,"Not in Labor Force",13,"Traditional","Well",0,1,0,11500000,13300000,"KZN_Rural",45
5417,"Gauteng","Urban",88,25653.6,2,0,"Not in Labor Force",8,"Formal","Public_Tap",1,0,0,15800000,24500000,"Gauteng_Urban",47
5418,"Gauteng","Urban",161,23436,6,1,"Unemployed",11,"Formal","Public_Tap",1,0,0,15800000,24500000,"Gauteng_Urban",45
5419,"Gauteng","Urban",9,58483.8,6,1,"Unemployed",11,"Formal","Public_Tap",1,0,0,15800000,24500000,"Gauteng_Urban",49
5420,"Limpopo","Urban",92,40667.2,2,1,"Not in Labor Force",7,"Formal","Piped",0,0,0,5800000,24500000,"Limpopo_Urban",53
5421,"KZN","Urban",11,153588.8,5,1,"Employed",9,"Formal","Public_Tap",1,0,1,11500000,24500000,"KZN_Urban",59
5422,"Western Cape","Urban",115,69773.1,4,1,"Employed",11,"Formal","Public_Tap",0,0,0,4700000,24500000,"Western Cape_Urban",68
5423,"Western Cape","Urban",79,141142.5,5,0,"Employed",7,"Formal","Piped",1,0,0,4700000,24500000,"Western Cape_Urban",49
5424,"Limpopo","Urban",152,6279,4,1,"Not in Labor Force",12,"Formal","Piped",1,0,0,5800000,24500000,"Limpopo_Urban",49
5425,"KZN","Urban",143,3310.4,9,1,"Employed",5,"Formal","Public_Tap",0,0,0,11500000,24500000,"KZN_Urban",60
5426,"KZN","Rural",4,1548,2,1,"Unemployed",6,"Formal","Public_Tap",1,1,1,11500000,13300000,"KZN_Rural",46
5427,"Western Cape","Urban",129,19527.9,4,0,"Not in Labor Force",10,"Traditional","Well",0,0,1,4700000,24500000,"Western Cape_Urban",55
5428,"Western Cape","Urban",187,302402.8,3,1,"Not in Labor Force",10,"Formal","Public_Tap",1,1,0,4700000,24500000,"Western Cape_Urban",43
5429,"Western Cape","Urban",157,239504.5,3,1,"Employed",10,"Traditional","Public_Tap",1,1,0,4700000,24500000,"Western Cape_Urban",63
5430,"Limpopo","Urban",175,46806.2,6,1,"Employed",13,"Informal","Piped",1,1,0,5800000,24500000,"Limpopo_Urban",35
5431,"Gauteng","Urban",34,17483.4,2,1,"Unemployed",6,"Formal","Well",0,0,0,15800000,24500000,"Gauteng_Urban",54
5432,"Gauteng","Urban",6,17607.6,8,1,"Not in Labor Force",11,"Formal","Public_Tap",1,0,1,15800000,24500000,"Gauteng_Urban",48
5433,"KZN","Urban",162,28563.2,5,1,"Employed",7,"Formal","Well",0,1,0,11500000,24500000,"KZN_Urban",41
5434,"Western Cape","Urban",61,29342,3,1,"Not in Labor Force",9,"Formal","Other",0,0,1,4700000,24500000,"Western Cape_Urban",53
5435,"Gauteng","Rural",41,157699.2,4,1,"Not in Labor Force",14,"Informal","Piped",0,0,0,15800000,13300000,"Gauteng_Rural",46
5436,"KZN","Urban",62,26862.4,2,0,"Employed",12,"Formal","Other",1,0,0,11500000,24500000,"KZN_Urban",51
5437,"KZN","Rural",159,8927,2,1,"Employed",7,"Formal","Piped",1,0,0,11500000,13300000,"KZN_Rural",58
5438,"Gauteng","Urban",107,53753.4,2,0,"Not in Labor Force",9,"Formal","Piped",0,1,1,15800000,24500000,"Gauteng_Urban",45
5439,"Gauteng","Urban",62,142578,6,1,"Employed",10,"Traditional","Piped",0,0,0,15800000,24500000,"Gauteng_Urban",51
5440,"Gauteng","Urban",181,131979.6,3,0,"Employed",3,"Formal","Public_Tap",1,0,0,15800000,24500000,"Gauteng_Urban",43
5441,"KZN","Rural",92,164790,3,1,"Not in Labor Force",15,"Formal","Piped",0,0,0,11500000,13300000,"KZN_Rural",53
5442,"Gauteng","Rural",110,37828.8,5,1,"Employed",18,"Formal","Piped",0,1,0,15800000,13300000,"Gauteng_Rural",60
5443,"Western Cape","Rural",117,6100.6,2,1,"Not in Labor Force",12,"Formal","Well",1,0,0,4700000,13300000,"Western Cape_Rural",47
5444,"Western Cape","Urban",31,82851.2,6,1,"Unemployed",11,"Traditional","Piped",1,1,0,4700000,24500000,"Western Cape_Urban",50
5445,"Western Cape","Urban",159,44240.8,5,1,"Employed",10,"Informal","Piped",1,0,0,4700000,24500000,"Western Cape_Urban",58
5446,"KZN","Urban",19,80332.8,5,0,"Not in Labor Force",7,"Informal","Piped",1,1,0,11500000,24500000,"KZN_Urban",55
5447,"Western Cape","Urban",48,62486.9,5,1,"Not in Labor Force",9,"Formal","Piped",0,1,0,4700000,24500000,"Western Cape_Urban",60
5448,"KZN","Rural",90,13969,6,1,"Not in Labor Force",9,"Formal","Piped",1,0,0,11500000,13300000,"KZN_Rural",50
5449,"Limpopo","Urban",191,29493.8,7,1,"Not in Labor Force",12,"Formal","Other",0,0,1,5800000,24500000,"Limpopo_Urban",46
5450,"Gauteng","Rural",65,6494.4,7,1,"Employed",10,"Formal","Public_Tap",1,0,0,15800000,13300000,"Gauteng_Rural",42
5451,"Gauteng","Urban",97,48555,5,1,"Unemployed",6,"Formal","Piped",0,0,0,15800000,24500000,"Gauteng_Urban",52
5452,"KZN","Urban",102,15720,4,1,"Not in Labor Force",16,"Formal","Piped",0,0,0,11500000,24500000,"KZN_Urban",43
5453,"Limpopo","Urban",18,66309.6,5,1,"Not in Labor Force",3,"Informal","Well",0,0,0,5800000,24500000,"Limpopo_Urban",62
5454,"KZN","Rural",37,17939,4,1,"Employed",8,"Formal","Well",1,1,0,11500000,13300000,"KZN_Rural",53
5455,"KZN","Urban",58,162446.4,3,0,"Not in Labor Force",11,"Formal","Public_Tap",0,0,0,11500000,24500000,"KZN_Urban",45
5456,"KZN","Urban",12,586441.6,4,1,"Not in Labor Force",5,"Formal","Public_Tap",0,1,0,11500000,24500000,"KZN_Urban",50
5457,"KZN","Urban",146,19611.2,3,1,"Not in Labor Force",17,"Traditional","Piped",0,0,1,11500000,24500000,"KZN_Urban",41
5458,"Gauteng","Rural",110,95661.6,4,1,"Not in Labor Force",10,"Formal","Piped",1,0,1,15800000,13300000,"Gauteng_Rural",60
5459,"Gauteng","Urban",165,10956.6,3,1,"Employed",16,"Formal","Piped",1,0,0,15800000,24500000,"Gauteng_Urban",53
5460,"Western Cape","Rural",185,2055.9,6,1,"Unemployed",12,"Informal","Public_Tap",1,0,0,4700000,13300000,"Western Cape_Rural",47
5461,"KZN","Urban",62,34380.8,3,1,"Unemployed",4,"Informal","Piped",0,0,1,11500000,24500000,"KZN_Urban",51
5462,"Limpopo","Urban",33,3046.4,2,0,"Unemployed",14,"Formal","Well",1,1,1,5800000,24500000,"Limpopo_Urban",46
5463,"Gauteng","Urban",11,22168.8,4,1,"Not in Labor Force",8,"Formal","Piped",0,1,1,15800000,24500000,"Gauteng_Urban",59
5464,"Limpopo","Urban",88,70879.2,8,1,"Not in Labor Force",12,"Formal","Public_Tap",0,1,0,5800000,24500000,"Limpopo_Urban",47
5465,"Limpopo","Urban",43,27616.4,7,1,"Not in Labor Force",6,"Formal","Public_Tap",1,0,0,5800000,24500000,"Limpopo_Urban",55
5466,"Western Cape","Rural",170,20919.8,3,0,"Unemployed",14,"Formal","Public_Tap",0,0,0,4700000,13300000,"Western Cape_Rural",52
5467,"Gauteng","Urban",142,317091.6,4,1,"Employed",3,"Formal","Piped",1,1,0,15800000,24500000,"Gauteng_Urban",49
5468,"Gauteng","Urban",122,10830.6,4,1,"Not in Labor Force",11,"Formal","Other",0,0,0,15800000,24500000,"Gauteng_Urban",54
5469,"Western Cape","Urban",122,58816.6,1,1,"Employed",11,"Formal","Piped",1,1,0,4700000,24500000,"Western Cape_Urban",54
5470,"Gauteng","Urban",52,126262.8,5,0,"Employed",7,"Formal","Public_Tap",0,0,0,15800000,24500000,"Gauteng_Urban",73
5471,"Limpopo","Rural",95,30249,2,1,"Unemployed",12,"Informal","Well",1,0,0,5800000,13300000,"Limpopo_Rural",46
5472,"Gauteng","Urban",64,9810,4,1,"Employed",6,"Formal","Well",1,1,0,15800000,24500000,"Gauteng_Urban",64
5473,"Gauteng","Urban",200,18516.6,7,0,"Employed",13,"Formal","Piped",0,1,0,15800000,24500000,"Gauteng_Urban",52
5474,"Western Cape","Rural",22,21598.5,5,1,"Unemployed",7,"Formal","Well",1,0,0,4700000,13300000,"Western Cape_Rural",53
5475,"KZN","Rural",166,36947,2,1,"Not in Labor Force",12,"Informal","Piped",1,0,0,11500000,13300000,"KZN_Rural",40
5476,"KZN","Urban",144,10014.4,3,1,"Employed",10,"Formal","Public_Tap",1,1,0,11500000,24500000,"KZN_Urban",44
5477,"Western Cape","Rural",200,9221.3,6,1,"Not in Labor Force",6,"Formal","Piped",1,1,0,4700000,13300000,"Western Cape_Rural",52
5478,"KZN","Urban",179,10726.4,6,1,"Employed",13,"Formal","Public_Tap",0,1,0,11500000,24500000,"KZN_Urban",62
